state,year,offense,count
IL,2017,arson,59
IL,2017,burglary,1397
IL,2017,homicide,18
IL,2017,larceny,3596
IL,2017,motor-vehicle-theft,454
IL,2017,property-crime,5506
IL,2017,rape,121
IL,2017,robbery,428
IL,2017,violent-crime,1725
IL,2018,aggravated-assault,1152
IL,2018,arson,65
IL,2018,burglary,1197
IL,2018,homicide,19
IL,2018,larceny,3954
IL,2018,motor-vehicle-theft,472
IL,2018,property-crime,5688
IL,2018,rape,132
IL,2018,robbery,349
IL,2018,violent-crime,1652
IN,2013,burglary,1
IN,2013,larceny,20
IN,2013,motor-vehicle-theft,1
IN,2013,property-crime,22
IN,2014,aggravated-assault,160
IN,2014,arson,7
IN,2014,burglary,172
IN,2014,homicide,18
IN,2014,larceny,911
IN,2014,motor-vehicle-theft,292
IN,2014,property-crime,1382
IN,2014,rape,80
IN,2014,robbery,24
IN,2014,violent-crime,282
IN,2015,aggravated-assault,216
IN,2015,arson,3
IN,2015,burglary,170
IN,2015,homicide,9
IN,2015,larceny,842
IN,2015,motor-vehicle-theft,277
IN,2015,property-crime,1292
IN,2015,rape,85
IN,2015,robbery,25
IN,2015,violent-crime,335
IN,2016,aggravated-assault,192
IN,2016,arson,10
IN,2016,burglary,175
IN,2016,homicide,20
IN,2016,larceny,910
IN,2016,motor-vehicle-theft,368
IN,2016,property-crime,1463
IN,2016,rape,96
IN,2016,robbery,21
IN,2016,violent-crime,329
IN,2017,aggravated-assault,550
IN,2017,arson,18
IN,2017,burglary,906
IN,2017,homicide,14
IN,2017,larceny,3088
IN,2017,motor-vehicle-theft,804
IN,2017,property-crime,4816
IN,2017,rape,174
IN,2017,robbery,179
IN,2017,violent-crime,917
IN,2018,aggravated-assault,1227
IN,2018,arson,84
IN,2018,burglary,2205
IN,2018,homicide,37
IN,2018,larceny,7447
IN,2018,motor-vehicle-theft,1547
IN,2018,property-crime,11283
IN,2018,rape,225
IN,2018,robbery,385
IN,2018,violent-crime,1874
KS,2000,aggravated-assault,3094
KS,2000,arson,787
KS,2000,burglary,9795
KS,2000,homicide,41
KS,2000,larceny,42570
KS,2000,motor-vehicle-theft,3080
KS,2000,property-crime,56232
KS,2000,rape,698
KS,2000,robbery,438
KS,2000,violent-crime,4271
KS,2001,aggravated-assault,3219
KS,2001,arson,741
KS,2001,burglary,10335
KS,2001,homicide,43
KS,2001,larceny,44332
KS,2001,motor-vehicle-theft,3500
KS,2001,property-crime,58908
KS,2001,rape,809
KS,2001,robbery,564
KS,2001,violent-crime,4635
KS,2002,aggravated-assault,3323
KS,2002,arson,719
KS,2002,burglary,10864
KS,2002,homicide,35
KS,2002,larceny,43432
KS,2002,motor-vehicle-theft,3505
KS,2002,property-crime,58520
KS,2002,rape,858
KS,2002,robbery,565
KS,2002,violent-crime,4781
KS,2003,aggravated-assault,4032
KS,2003,arson,817
KS,2003,burglary,14883
KS,2003,homicide,60
KS,2003,larceny,55442
KS,2003,motor-vehicle-theft,4245
KS,2003,property-crime,75387
KS,2003,rape,1012
KS,2003,robbery,944
KS,2003,violent-crime,6048
KS,2004,aggravated-assault,4189
KS,2004,arson,794
KS,2004,burglary,14478
KS,2004,homicide,70
KS,2004,larceny,57026
KS,2004,motor-vehicle-theft,4599
KS,2004,property-crime,76897
KS,2004,rape,1038
KS,2004,robbery,1086
KS,2004,violent-crime,6383
KS,2005,aggravated-assault,4273
KS,2005,arson,727
KS,2005,burglary,12956
KS,2005,homicide,47
KS,2005,larceny,49869
KS,2005,motor-vehicle-theft,4525
KS,2005,property-crime,68077
KS,2005,rape,979
KS,2005,robbery,919
KS,2005,violent-crime,6218
KS,2006,aggravated-assault,5128
KS,2006,arson,773
KS,2006,burglary,13881
KS,2006,homicide,65
KS,2006,larceny,54155
KS,2006,motor-vehicle-theft,4841
KS,2006,property-crime,73650
KS,2006,rape,1156
KS,2006,robbery,991
KS,2006,violent-crime,7340
KS,2007,aggravated-assault,5111
KS,2007,arson,767
KS,2007,burglary,14558
KS,2007,homicide,68
KS,2007,larceny,53125
KS,2007,motor-vehicle-theft,5091
KS,2007,property-crime,73541
KS,2007,rape,1239
KS,2007,robbery,1082
KS,2007,violent-crime,7500
KS,2008,aggravated-assault,5023
KS,2008,arson,794
KS,2008,burglary,14320
KS,2008,homicide,69
KS,2008,larceny,49774
KS,2008,motor-vehicle-theft,4496
KS,2008,property-crime,69384
KS,2008,rape,1197
KS,2008,robbery,978
KS,2008,violent-crime,7267
KS,2009,aggravated-assault,4887
KS,2009,arson,790
KS,2009,burglary,13644
KS,2009,homicide,67
KS,2009,larceny,45910
KS,2009,motor-vehicle-theft,3623
KS,2009,property-crime,63967
KS,2009,rape,1164
KS,2009,robbery,1004
KS,2009,violent-crime,7122
KS,2010,aggravated-assault,4786
KS,2010,arson,659
KS,2010,burglary,14158
KS,2010,homicide,54
KS,2010,larceny,46194
KS,2010,motor-vehicle-theft,3750
KS,2010,property-crime,64761
KS,2010,rape,1173
KS,2010,robbery,939
KS,2010,violent-crime,6952
KS,2011,aggravated-assault,4624
KS,2011,arson,679
KS,2011,burglary,13694
KS,2011,homicide,62
KS,2011,larceny,46985
KS,2011,motor-vehicle-theft,4245
KS,2011,property-crime,65603
KS,2011,rape,1123
KS,2011,robbery,863
KS,2011,violent-crime,6672
KS,2012,aggravated-assault,4787
KS,2012,arson,689
KS,2012,burglary,14006
KS,2012,homicide,52
KS,2012,larceny,49492
KS,2012,motor-vehicle-theft,4413
KS,2012,property-crime,68600
KS,2012,rape,1168
KS,2012,robbery,900
KS,2012,violent-crime,6907
KS,2013,aggravated-assault,4475
KS,2013,arson,486
KS,2013,burglary,12988
KS,2013,homicide,64
KS,2013,larceny,46163
KS,2013,motor-vehicle-theft,4467
KS,2013,property-crime,64104
KS,2013,rape,1032
KS,2013,robbery,856
KS,2013,violent-crime,6427
KS,2014,aggravated-assault,4342
KS,2014,arson,520
KS,2014,burglary,11405
KS,2014,homicide,51
KS,2014,larceny,40457
KS,2014,motor-vehicle-theft,4396
KS,2014,property-crime,56778
KS,2014,rape,968
KS,2014,robbery,809
KS,2014,violent-crime,6170
KS,2015,aggravated-assault,4535
KS,2015,arson,536
KS,2015,burglary,10838
KS,2015,homicide,74
KS,2015,larceny,39446
KS,2015,motor-vehicle-theft,4377
KS,2015,property-crime,55197
KS,2015,rape,1080
KS,2015,robbery,1090
KS,2015,violent-crime,6779
KS,2016,aggravated-assault,4840
KS,2016,arson,508
KS,2016,burglary,10468
KS,2016,homicide,70
KS,2016,larceny,41364
KS,2016,motor-vehicle-theft,4735
KS,2016,property-crime,57075
KS,2016,rape,1088
KS,2016,robbery,1021
KS,2016,violent-crime,7019
KS,2017,aggravated-assault,5113
KS,2017,arson,541
KS,2017,burglary,10388
KS,2017,homicide,88
KS,2017,larceny,43172
KS,2017,motor-vehicle-theft,5341
KS,2017,property-crime,59442
KS,2017,rape,1168
KS,2017,robbery,1009
KS,2017,violent-crime,7378
KS,2018,aggravated-assault,5579
KS,2018,arson,580
KS,2018,burglary,9531
KS,2018,homicide,84
KS,2018,larceny,40189
KS,2018,motor-vehicle-theft,5604
KS,2018,property-crime,55904
KS,2018,rape,1198
KS,2018,robbery,905
KS,2018,violent-crime,7766
KY,1998,aggravated-assault,187
KY,1998,arson,8
KY,1998,burglary,414
KY,1998,homicide,2
KY,1998,larceny,1864
KY,1998,motor-vehicle-theft,133
KY,1998,property-crime,2419
KY,1998,rape,30
KY,1998,robbery,62
KY,1998,violent-crime,281
KY,1999,aggravated-assault,242
KY,1999,arson,7
KY,1999,burglary,508
KY,1999,homicide,4
KY,1999,larceny,2075
KY,1999,motor-vehicle-theft,194
KY,1999,property-crime,2784
KY,1999,rape,29
KY,1999,robbery,47
KY,1999,violent-crime,322
KY,2000,aggravated-assault,444
KY,2000,arson,22
KY,2000,burglary,925
KY,2000,homicide,5
KY,2000,larceny,3957
KY,2000,motor-vehicle-theft,361
KY,2000,property-crime,5265
KY,2000,rape,41
KY,2000,robbery,103
KY,2000,violent-crime,593
KY,2001,aggravated-assault,473
KY,2001,arson,35
KY,2001,burglary,1018
KY,2001,homicide,5
KY,2001,larceny,3870
KY,2001,motor-vehicle-theft,372
KY,2001,property-crime,5295
KY,2001,rape,74
KY,2001,robbery,86
KY,2001,violent-crime,638
KY,2002,aggravated-assault,417
KY,2002,arson,40
KY,2002,burglary,1603
KY,2002,homicide,8
KY,2002,larceny,6111
KY,2002,motor-vehicle-theft,474
KY,2002,property-crime,8228
KY,2002,rape,90
KY,2002,robbery,115
KY,2002,violent-crime,630
KY,2003,aggravated-assault,416
KY,2003,arson,42
KY,2003,burglary,1594
KY,2003,homicide,9
KY,2003,larceny,6314
KY,2003,motor-vehicle-theft,476
KY,2003,property-crime,8426
KY,2003,rape,112
KY,2003,robbery,111
KY,2003,violent-crime,648
KY,2004,aggravated-assault,411
KY,2004,arson,37
KY,2004,burglary,1517
KY,2004,homicide,10
KY,2004,larceny,6341
KY,2004,motor-vehicle-theft,435
KY,2004,property-crime,8330
KY,2004,rape,131
KY,2004,robbery,122
KY,2004,violent-crime,674
KY,2005,aggravated-assault,336
KY,2005,arson,41
KY,2005,burglary,1407
KY,2005,homicide,8
KY,2005,larceny,6056
KY,2005,motor-vehicle-theft,442
KY,2005,property-crime,7946
KY,2005,rape,148
KY,2005,robbery,129
KY,2005,violent-crime,621
KY,2006,aggravated-assault,304
KY,2006,arson,59
KY,2006,burglary,1887
KY,2006,homicide,13
KY,2006,larceny,7142
KY,2006,motor-vehicle-theft,554
KY,2006,property-crime,9642
KY,2006,rape,171
KY,2006,robbery,178
KY,2006,violent-crime,666
KY,2007,aggravated-assault,250
KY,2007,arson,55
KY,2007,burglary,1499
KY,2007,homicide,7
KY,2007,larceny,6359
KY,2007,motor-vehicle-theft,448
KY,2007,property-crime,8361
KY,2007,rape,119
KY,2007,robbery,176
KY,2007,violent-crime,552
KY,2008,aggravated-assault,248
KY,2008,arson,45
KY,2008,burglary,1718
KY,2008,homicide,8
KY,2008,larceny,6995
KY,2008,motor-vehicle-theft,397
KY,2008,property-crime,9155
KY,2008,rape,133
KY,2008,robbery,177
KY,2008,violent-crime,566
KY,2009,aggravated-assault,1698
KY,2009,arson,482
KY,2009,burglary,17226
KY,2009,homicide,87
KY,2009,larceny,40444
KY,2009,motor-vehicle-theft,3251
KY,2009,property-crime,61403
KY,2009,rape,1587
KY,2009,robbery,1223
KY,2009,violent-crime,4595
KY,2010,aggravated-assault,1637
KY,2010,arson,415
KY,2010,burglary,18276
KY,2010,homicide,92
KY,2010,larceny,42559
KY,2010,motor-vehicle-theft,3400
KY,2010,property-crime,64650
KY,2010,rape,1639
KY,2010,robbery,1390
KY,2010,violent-crime,4758
KY,2011,aggravated-assault,1838
KY,2011,arson,410
KY,2011,burglary,21670
KY,2011,homicide,87
KY,2011,larceny,50906
KY,2011,motor-vehicle-theft,3950
KY,2011,property-crime,76936
KY,2011,rape,1780
KY,2011,robbery,1688
KY,2011,violent-crime,5393
KY,2012,aggravated-assault,2084
KY,2012,arson,481
KY,2012,burglary,21841
KY,2012,homicide,127
KY,2012,larceny,56577
KY,2012,motor-vehicle-theft,4440
KY,2012,property-crime,83339
KY,2012,rape,1680
KY,2012,robbery,2064
KY,2012,violent-crime,5955
KY,2013,aggravated-assault,1984
KY,2013,arson,395
KY,2013,burglary,18978
KY,2013,homicide,113
KY,2013,larceny,53616
KY,2013,motor-vehicle-theft,4097
KY,2013,property-crime,77086
KY,2013,rape,1568
KY,2013,robbery,1833
KY,2013,violent-crime,5498
KY,2014,aggravated-assault,2681
KY,2014,arson,367
KY,2014,burglary,21417
KY,2014,homicide,137
KY,2014,larceny,58737
KY,2014,motor-vehicle-theft,5916
KY,2014,property-crime,86437
KY,2014,rape,1564
KY,2014,robbery,2423
KY,2014,violent-crime,6805
KY,2015,aggravated-assault,4072
KY,2015,arson,354
KY,2015,burglary,22116
KY,2015,homicide,205
KY,2015,larceny,69214
KY,2015,motor-vehicle-theft,7879
KY,2015,property-crime,99563
KY,2015,rape,1708
KY,2015,robbery,3339
KY,2015,violent-crime,9324
KY,2016,aggravated-assault,4347
KY,2016,arson,353
KY,2016,burglary,20888
KY,2016,homicide,245
KY,2016,larceny,69620
KY,2016,motor-vehicle-theft,10125
KY,2016,property-crime,100986
KY,2016,rape,1869
KY,2016,robbery,3410
KY,2016,violent-crime,9871
KY,2017,aggravated-assault,4443
KY,2017,arson,331
KY,2017,burglary,19944
KY,2017,homicide,247
KY,2017,larceny,68102
KY,2017,motor-vehicle-theft,10558
KY,2017,property-crime,98935
KY,2017,rape,1969
KY,2017,robbery,3004
KY,2017,violent-crime,9663
KY,2018,aggravated-assault,4186
KY,2018,arson,320
KY,2018,burglary,16982
KY,2018,homicide,223
KY,2018,larceny,63460
KY,2018,motor-vehicle-theft,10480
KY,2018,property-crime,91242
KY,2018,rape,1927
KY,2018,robbery,2476
KY,2018,violent-crime,8812
LA,2003,aggravated-assault,421
LA,2003,arson,16
LA,2003,burglary,1127
LA,2003,homicide,16
LA,2003,larceny,3697
LA,2003,motor-vehicle-theft,394
LA,2003,property-crime,5234
LA,2003,rape,55
LA,2003,robbery,68
LA,2003,violent-crime,560
LA,2004,aggravated-assault,1638
LA,2004,arson,41
LA,2004,burglary,2099
LA,2004,homicide,20
LA,2004,larceny,7788
LA,2004,motor-vehicle-theft,932
LA,2004,property-crime,10860
LA,2004,rape,141
LA,2004,robbery,138
LA,2004,violent-crime,1937
LA,2005,aggravated-assault,2169
LA,2005,arson,51
LA,2005,burglary,2450
LA,2005,homicide,16
LA,2005,larceny,8964
LA,2005,motor-vehicle-theft,994
LA,2005,property-crime,12459
LA,2005,rape,126
LA,2005,robbery,196
LA,2005,violent-crime,2507
LA,2006,aggravated-assault,2030
LA,2006,arson,79
LA,2006,burglary,2363
LA,2006,homicide,30
LA,2006,larceny,8620
LA,2006,motor-vehicle-theft,1004
LA,2006,property-crime,12066
LA,2006,rape,158
LA,2006,robbery,186
LA,2006,violent-crime,2404
LA,2007,aggravated-assault,2344
LA,2007,arson,54
LA,2007,burglary,2826
LA,2007,homicide,40
LA,2007,larceny,10265
LA,2007,motor-vehicle-theft,1117
LA,2007,property-crime,14262
LA,2007,rape,172
LA,2007,robbery,219
LA,2007,violent-crime,2775
LA,2008,aggravated-assault,2467
LA,2008,arson,60
LA,2008,burglary,2777
LA,2008,homicide,29
LA,2008,larceny,10342
LA,2008,motor-vehicle-theft,972
LA,2008,property-crime,14151
LA,2008,rape,165
LA,2008,robbery,215
LA,2008,violent-crime,2876
LA,2009,aggravated-assault,1739
LA,2009,arson,38
LA,2009,burglary,2867
LA,2009,homicide,27
LA,2009,larceny,9646
LA,2009,motor-vehicle-theft,863
LA,2009,property-crime,13414
LA,2009,rape,190
LA,2009,robbery,193
LA,2009,violent-crime,2149
LA,2010,aggravated-assault,1664
LA,2010,arson,35
LA,2010,burglary,4094
LA,2010,homicide,27
LA,2010,larceny,13183
LA,2010,motor-vehicle-theft,1051
LA,2010,property-crime,18363
LA,2010,rape,246
LA,2010,robbery,221
LA,2010,violent-crime,2158
LA,2011,aggravated-assault,1845
LA,2011,arson,72
LA,2011,burglary,5295
LA,2011,homicide,33
LA,2011,larceny,14602
LA,2011,motor-vehicle-theft,947
LA,2011,property-crime,20916
LA,2011,rape,259
LA,2011,robbery,328
LA,2011,violent-crime,2465
LA,2012,aggravated-assault,1270
LA,2012,arson,24
LA,2012,burglary,4597
LA,2012,homicide,11
LA,2012,larceny,14270
LA,2012,motor-vehicle-theft,856
LA,2012,property-crime,19747
LA,2012,rape,213
LA,2012,robbery,209
LA,2012,violent-crime,1703
LA,2013,aggravated-assault,1337
LA,2013,arson,28
LA,2013,burglary,4186
LA,2013,homicide,28
LA,2013,larceny,13837
LA,2013,motor-vehicle-theft,879
LA,2013,property-crime,18930
LA,2013,rape,198
LA,2013,robbery,234
LA,2013,violent-crime,1797
LA,2014,aggravated-assault,1383
LA,2014,arson,39
LA,2014,burglary,4389
LA,2014,homicide,27
LA,2014,larceny,13202
LA,2014,motor-vehicle-theft,914
LA,2014,property-crime,18544
LA,2014,rape,187
LA,2014,robbery,206
LA,2014,violent-crime,1803
LA,2015,aggravated-assault,1852
LA,2015,arson,66
LA,2015,burglary,5191
LA,2015,homicide,34
LA,2015,larceny,15608
LA,2015,motor-vehicle-theft,1124
LA,2015,property-crime,21989
LA,2015,rape,276
LA,2015,robbery,262
LA,2015,violent-crime,2424
LA,2016,aggravated-assault,1859
LA,2016,arson,40
LA,2016,burglary,5222
LA,2016,homicide,40
LA,2016,larceny,15279
LA,2016,motor-vehicle-theft,1075
LA,2016,property-crime,21616
LA,2016,rape,196
LA,2016,robbery,280
LA,2016,violent-crime,2375
LA,2017,aggravated-assault,2088
LA,2017,arson,55
LA,2017,burglary,5295
LA,2017,homicide,51
LA,2017,larceny,17801
LA,2017,motor-vehicle-theft,1229
LA,2017,property-crime,24380
LA,2017,rape,175
LA,2017,robbery,388
LA,2017,violent-crime,2702
LA,2018,aggravated-assault,2161
LA,2018,arson,56
LA,2018,burglary,5248
LA,2018,homicide,47
LA,2018,larceny,18021
LA,2018,motor-vehicle-theft,1498
LA,2018,property-crime,24823
LA,2018,rape,230
LA,2018,robbery,385
LA,2018,violent-crime,2823
MA,1994,aggravated-assault,53
MA,1994,arson,2
MA,1994,burglary,42
MA,1994,larceny,199
MA,1994,motor-vehicle-theft,36
MA,1994,property-crime,279
MA,1994,robbery,4
MA,1994,violent-crime,57
MA,1995,aggravated-assault,5686
MA,1995,arson,256
MA,1995,burglary,9226
MA,1995,homicide,12
MA,1995,larceny,24793
MA,1995,motor-vehicle-theft,4250
MA,1995,property-crime,38525
MA,1995,rape,369
MA,1995,robbery,866
MA,1995,violent-crime,6933
MA,1996,aggravated-assault,8496
MA,1996,arson,424
MA,1996,burglary,11919
MA,1996,homicide,30
MA,1996,larceny,32472
MA,1996,motor-vehicle-theft,4823
MA,1996,property-crime,49638
MA,1996,rape,554
MA,1996,robbery,1179
MA,1996,violent-crime,10259
MA,1997,aggravated-assault,11118
MA,1997,arson,521
MA,1997,burglary,14115
MA,1997,homicide,24
MA,1997,larceny,39125
MA,1997,motor-vehicle-theft,6830
MA,1997,property-crime,60591
MA,1997,rape,657
MA,1997,robbery,1349
MA,1997,violent-crime,13148
MA,1998,aggravated-assault,11419
MA,1998,arson,480
MA,1998,burglary,13696
MA,1998,homicide,33
MA,1998,larceny,41701
MA,1998,motor-vehicle-theft,6391
MA,1998,property-crime,62268
MA,1998,rape,718
MA,1998,robbery,1277
MA,1998,violent-crime,13447
MA,1999,aggravated-assault,9826
MA,1999,arson,593
MA,1999,burglary,13234
MA,1999,homicide,33
MA,1999,larceny,43561
MA,1999,motor-vehicle-theft,6110
MA,1999,property-crime,63498
MA,1999,rape,750
MA,1999,robbery,1322
MA,1999,violent-crime,11931
MA,2000,aggravated-assault,11275
MA,2000,arson,591
MA,2000,burglary,12964
MA,2000,homicide,40
MA,2000,larceny,50690
MA,2000,motor-vehicle-theft,7065
MA,2000,property-crime,71310
MA,2000,rape,919
MA,2000,robbery,1439
MA,2000,violent-crime,13673
MA,2001,aggravated-assault,9974
MA,2001,arson,662
MA,2001,burglary,16038
MA,2001,homicide,55
MA,2001,larceny,51604
MA,2001,motor-vehicle-theft,8615
MA,2001,property-crime,76919
MA,2001,rape,973
MA,2001,robbery,1825
MA,2001,violent-crime,12827
MA,2002,aggravated-assault,9899
MA,2002,arson,646
MA,2002,burglary,18642
MA,2002,homicide,57
MA,2002,larceny,54996
MA,2002,motor-vehicle-theft,10268
MA,2002,property-crime,84552
MA,2002,rape,1030
MA,2002,robbery,2183
MA,2002,violent-crime,13169
MA,2003,aggravated-assault,9241
MA,2003,arson,653
MA,2003,burglary,19665
MA,2003,homicide,56
MA,2003,larceny,61022
MA,2003,motor-vehicle-theft,11552
MA,2003,property-crime,92892
MA,2003,rape,1186
MA,2003,robbery,2995
MA,2003,violent-crime,13478
MA,2004,aggravated-assault,10780
MA,2004,arson,595
MA,2004,burglary,22341
MA,2004,homicide,85
MA,2004,larceny,65423
MA,2004,motor-vehicle-theft,11899
MA,2004,property-crime,100258
MA,2004,rape,1394
MA,2004,robbery,3429
MA,2004,violent-crime,15688
MA,2005,aggravated-assault,12031
MA,2005,arson,624
MA,2005,burglary,23753
MA,2005,homicide,85
MA,2005,larceny,67667
MA,2005,motor-vehicle-theft,10846
MA,2005,property-crime,102890
MA,2005,rape,1497
MA,2005,robbery,3717
MA,2005,violent-crime,17330
MA,2006,aggravated-assault,12181
MA,2006,arson,664
MA,2006,burglary,24946
MA,2006,homicide,76
MA,2006,larceny,71094
MA,2006,motor-vehicle-theft,10997
MA,2006,property-crime,107701
MA,2006,rape,1521
MA,2006,robbery,3918
MA,2006,violent-crime,17696
MA,2007,aggravated-assault,12527
MA,2007,arson,677
MA,2007,burglary,27854
MA,2007,homicide,96
MA,2007,larceny,79949
MA,2007,motor-vehicle-theft,10067
MA,2007,property-crime,118547
MA,2007,rape,1430
MA,2007,robbery,3995
MA,2007,violent-crime,18048
MA,2008,aggravated-assault,13507
MA,2008,arson,682
MA,2008,burglary,29743
MA,2008,homicide,89
MA,2008,larceny,88005
MA,2008,motor-vehicle-theft,9454
MA,2008,property-crime,127884
MA,2008,rape,1658
MA,2008,robbery,4161
MA,2008,violent-crime,19415
MA,2009,aggravated-assault,13965
MA,2009,arson,701
MA,2009,burglary,29486
MA,2009,homicide,100
MA,2009,larceny,90508
MA,2009,motor-vehicle-theft,8761
MA,2009,property-crime,129456
MA,2009,rape,1644
MA,2009,robbery,4622
MA,2009,violent-crime,20331
MA,2010,aggravated-assault,14579
MA,2010,arson,651
MA,2010,burglary,31820
MA,2010,homicide,118
MA,2010,larceny,89028
MA,2010,motor-vehicle-theft,8382
MA,2010,property-crime,129881
MA,2010,rape,1788
MA,2010,robbery,4425
MA,2010,violent-crime,20910
MA,2011,aggravated-assault,13067
MA,2011,arson,543
MA,2011,burglary,30694
MA,2011,homicide,94
MA,2011,larceny,86600
MA,2011,motor-vehicle-theft,7592
MA,2011,property-crime,125429
MA,2011,rape,1650
MA,2011,robbery,4248
MA,2011,violent-crime,19059
MA,2012,aggravated-assault,12516
MA,2012,arson,589
MA,2012,burglary,29494
MA,2012,homicide,56
MA,2012,larceny,86272
MA,2012,motor-vehicle-theft,6870
MA,2012,property-crime,123225
MA,2012,rape,1683
MA,2012,robbery,4285
MA,2012,violent-crime,18540
MA,2013,aggravated-assault,12411
MA,2013,arson,503
MA,2013,burglary,26444
MA,2013,homicide,90
MA,2013,larceny,84989
MA,2013,motor-vehicle-theft,6625
MA,2013,property-crime,118561
MA,2013,rape,1704
MA,2013,robbery,4288
MA,2013,violent-crime,18493
MA,2014,aggravated-assault,12552
MA,2014,arson,478
MA,2014,burglary,21280
MA,2014,homicide,73
MA,2014,larceny,78479
MA,2014,motor-vehicle-theft,5983
MA,2014,property-crime,106220
MA,2014,rape,1570
MA,2014,robbery,3851
MA,2014,violent-crime,18046
MA,2015,aggravated-assault,13062
MA,2015,arson,379
MA,2015,burglary,18526
MA,2015,homicide,82
MA,2015,larceny,72617
MA,2015,motor-vehicle-theft,6078
MA,2015,property-crime,97600
MA,2015,rape,1632
MA,2015,robbery,3440
MA,2015,violent-crime,18216
MA,2016,aggravated-assault,12610
MA,2016,arson,435
MA,2016,burglary,16641
MA,2016,homicide,77
MA,2016,larceny,67452
MA,2016,motor-vehicle-theft,6202
MA,2016,property-crime,90730
MA,2016,rape,1655
MA,2016,robbery,3428
MA,2016,violent-crime,17770
MA,2017,aggravated-assault,11845
MA,2017,arson,384
MA,2017,burglary,14427
MA,2017,homicide,96
MA,2017,larceny,62794
MA,2017,motor-vehicle-theft,5817
MA,2017,property-crime,83422
MA,2017,rape,1708
MA,2017,robbery,3103
MA,2017,violent-crime,16752
MA,2018,aggravated-assault,11526
MA,2018,arson,274
MA,2018,burglary,11727
MA,2018,homicide,73
MA,2018,larceny,55549
MA,2018,motor-vehicle-theft,5135
MA,2018,property-crime,72685
MA,2018,rape,1924
MA,2018,robbery,2727
MA,2018,violent-crime,16250
MD,2016,aggravated-assault,8
MD,2016,burglary,61
MD,2016,larceny,255
MD,2016,motor-vehicle-theft,23
MD,2016,property-crime,339
MD,2016,rape,35
MD,2016,robbery,8
MD,2016,violent-crime,51
MD,2017,aggravated-assault,471
MD,2017,arson,14
MD,2017,burglary,1386
MD,2017,homicide,17
MD,2017,larceny,11573
MD,2017,motor-vehicle-theft,781
MD,2017,property-crime,13754
MD,2017,rape,271
MD,2017,robbery,618
MD,2017,violent-crime,1377
MD,2018,aggravated-assault,533
MD,2018,arson,11
MD,2018,burglary,1347
MD,2018,homicide,15
MD,2018,larceny,11181
MD,2018,motor-vehicle-theft,735
MD,2018,property-crime,13274
MD,2018,rape,350
MD,2018,robbery,523
MD,2018,violent-crime,1421
ME,2003,larceny,1
ME,2003,property-crime,1
ME,2004,aggravated-assault,5
ME,2004,arson,3
ME,2004,burglary,103
ME,2004,larceny,419
ME,2004,motor-vehicle-theft,26
ME,2004,property-crime,551
ME,2004,rape,5
ME,2004,robbery,3
ME,2004,violent-crime,13
ME,2005,aggravated-assault,61
ME,2005,arson,12
ME,2005,burglary,449
ME,2005,larceny,2732
ME,2005,motor-vehicle-theft,131
ME,2005,property-crime,3324
ME,2005,rape,31
ME,2005,robbery,32
ME,2005,violent-crime,124
ME,2006,aggravated-assault,69
ME,2006,arson,9
ME,2006,burglary,716
ME,2006,homicide,2
ME,2006,larceny,2880
ME,2006,motor-vehicle-theft,137
ME,2006,property-crime,3742
ME,2006,rape,47
ME,2006,robbery,28
ME,2006,violent-crime,146
ME,2007,aggravated-assault,151
ME,2007,arson,43
ME,2007,burglary,1301
ME,2007,homicide,3
ME,2007,larceny,5459
ME,2007,motor-vehicle-theft,242
ME,2007,property-crime,7045
ME,2007,rape,113
ME,2007,robbery,83
ME,2007,violent-crime,350
ME,2008,aggravated-assault,156
ME,2008,arson,47
ME,2008,burglary,1241
ME,2008,homicide,8
ME,2008,larceny,6254
ME,2008,motor-vehicle-theft,259
ME,2008,property-crime,7801
ME,2008,rape,122
ME,2008,robbery,93
ME,2008,violent-crime,379
ME,2009,aggravated-assault,151
ME,2009,arson,40
ME,2009,burglary,1099
ME,2009,homicide,4
ME,2009,larceny,5936
ME,2009,motor-vehicle-theft,195
ME,2009,property-crime,7270
ME,2009,rape,105
ME,2009,robbery,108
ME,2009,violent-crime,368
ME,2010,aggravated-assault,158
ME,2010,arson,44
ME,2010,burglary,1242
ME,2010,homicide,1
ME,2010,larceny,6040
ME,2010,motor-vehicle-theft,179
ME,2010,property-crime,7505
ME,2010,rape,100
ME,2010,robbery,111
ME,2010,violent-crime,370
ME,2011,aggravated-assault,199
ME,2011,arson,47
ME,2011,burglary,1717
ME,2011,homicide,5
ME,2011,larceny,6529
ME,2011,motor-vehicle-theft,203
ME,2011,property-crime,8496
ME,2011,rape,105
ME,2011,robbery,113
ME,2011,violent-crime,422
ME,2012,aggravated-assault,146
ME,2012,arson,49
ME,2012,burglary,1776
ME,2012,homicide,6
ME,2012,larceny,6977
ME,2012,motor-vehicle-theft,231
ME,2012,property-crime,9033
ME,2012,rape,141
ME,2012,robbery,132
ME,2012,violent-crime,425
ME,2013,aggravated-assault,184
ME,2013,arson,44
ME,2013,burglary,1781
ME,2013,homicide,1
ME,2013,larceny,6960
ME,2013,motor-vehicle-theft,286
ME,2013,property-crime,9071
ME,2013,rape,166
ME,2013,robbery,96
ME,2013,violent-crime,447
ME,2014,aggravated-assault,193
ME,2014,arson,30
ME,2014,burglary,1318
ME,2014,homicide,4
ME,2014,larceny,6112
ME,2014,motor-vehicle-theft,242
ME,2014,property-crime,7702
