state,year,gender,offense,count
DE,2013,female,arson,3
DE,2013,female,burglary,125
DE,2013,female,curfew,15
DE,2013,female,disorderly-conduct,538
DE,2013,female,drug-grand-total,1173
DE,2013,female,drunkenness,98
DE,2013,female,dui,56
DE,2013,female,embezzlement,93
DE,2013,female,forgery,161
DE,2013,female,fraud,628
DE,2013,female,gambling-total,0
DE,2013,female,larceny,3041
DE,2013,female,liqour-laws,371
DE,2013,female,motor-vehcile-theft,22
DE,2013,female,murder,2
DE,2013,female,offense-against-family,166
DE,2013,female,prostitution,51
DE,2013,female,rape,1
DE,2013,female,robbery,94
DE,2013,female,sex-offenses,13
DE,2013,female,simple-assault,2301
DE,2013,female,stolen-property,73
DE,2013,female,vagrancy,118
DE,2013,female,vandalism,213
DE,2013,female,weapons,30
DE,2013,male,aggravated-assault,1153
DE,2013,male,arson,25
DE,2013,male,burglary,895
DE,2013,male,curfew,43
DE,2013,male,disorderly-conduct,1270
DE,2013,male,drug-grand-total,5159
DE,2013,male,drunkenness,438
DE,2013,male,dui,280
DE,2013,male,embezzlement,110
DE,2013,male,forgery,240
DE,2013,male,fraud,1207
DE,2013,male,gambling-total,3
DE,2013,male,larceny,3491
DE,2013,male,liqour-laws,972
DE,2013,male,motor-vehcile-theft,72
DE,2013,male,murder,12
DE,2013,male,offense-against-family,102
DE,2013,male,prostitution,49
DE,2013,male,rape,83
DE,2013,male,robbery,430
DE,2013,male,sex-offenses,160
DE,2013,male,simple-assault,5087
DE,2013,male,stolen-property,329
DE,2013,male,vagrancy,464
DE,2013,male,vandalism,712
DE,2013,male,weapons,310
DE,2014,female,aggravated-assault,418
DE,2014,female,arson,5
DE,2014,female,burglary,144
DE,2014,female,curfew,9
DE,2014,female,disorderly-conduct,451
DE,2014,female,drug-grand-total,1190
DE,2014,female,drunkenness,80
DE,2014,female,dui,68
DE,2014,female,embezzlement,104
DE,2014,female,forgery,117
DE,2014,female,fraud,674
DE,2014,female,gambling-total,0
DE,2014,female,larceny,2931
DE,2014,female,liqour-laws,324
DE,2014,female,motor-vehcile-theft,21
DE,2014,female,murder,2
DE,2014,female,offense-against-family,115
DE,2014,female,prostitution,30
DE,2014,female,rape,2
DE,2014,female,robbery,81
DE,2014,female,sex-offenses,10
DE,2014,female,simple-assault,2161
DE,2014,female,stolen-property,97
DE,2014,female,vagrancy,119
DE,2014,female,vandalism,204
DE,2014,female,weapons,48
DE,2014,male,aggravated-assault,1071
DE,2014,male,arson,23
DE,2014,male,burglary,899
DE,2014,male,curfew,56
DE,2014,male,disorderly-conduct,1199
DE,2014,male,drug-grand-total,4988
DE,2014,male,drunkenness,395
DE,2014,male,dui,265
DE,2014,male,embezzlement,100
DE,2014,male,forgery,155
DE,2014,male,fraud,1222
DE,2014,male,gambling-total,6
DE,2014,male,larceny,3882
DE,2014,male,liqour-laws,799
DE,2014,male,motor-vehcile-theft,106
DE,2014,male,murder,17
DE,2014,male,offense-against-family,79
DE,2014,male,prostitution,34
DE,2014,male,rape,77
DE,2014,male,robbery,463
DE,2014,male,sex-offenses,128
DE,2014,male,simple-assault,4692
DE,2014,male,stolen-property,348
DE,2014,male,vagrancy,370
DE,2014,male,vandalism,569
DE,2014,male,weapons,345
DE,2015,female,aggravated-assault,436
DE,2015,female,arson,6
DE,2015,female,burglary,148
DE,2015,female,curfew,10
DE,2015,female,disorderly-conduct,357
DE,2015,female,drug-grand-total,1198
DE,2015,female,drunkenness,77
DE,2015,female,dui,67
DE,2015,female,embezzlement,104
DE,2015,female,forgery,130
DE,2015,female,fraud,634
DE,2015,female,larceny,2746
DE,2015,female,liqour-laws,264
DE,2015,female,motor-vehcile-theft,20
DE,2015,female,murder,7
DE,2015,female,offense-against-family,116
DE,2015,female,prostitution,61
DE,2015,female,rape,2
DE,2015,female,robbery,79
DE,2015,female,sex-offenses,4
DE,2015,female,simple-assault,2043
DE,2015,female,stolen-property,55
DE,2015,female,vagrancy,106
DE,2015,female,vandalism,216
DE,2015,female,weapons,34
DE,2015,male,aggravated-assault,1179
DE,2015,male,arson,26
DE,2015,male,burglary,858
DE,2015,male,curfew,54
DE,2015,male,disorderly-conduct,880
DE,2015,male,drug-grand-total,4575
DE,2015,male,drunkenness,291
DE,2015,male,dui,319
DE,2015,male,embezzlement,112
DE,2015,male,forgery,185
DE,2015,male,fraud,1081
DE,2015,male,larceny,3476
DE,2015,male,liqour-laws,634
DE,2015,male,motor-vehcile-theft,90
DE,2015,male,murder,46
DE,2015,male,offense-against-family,82
DE,2015,male,prostitution,39
DE,2015,male,rape,74
DE,2015,male,robbery,426
DE,2015,male,sex-offenses,116
DE,2015,male,simple-assault,4737
DE,2015,male,stolen-property,342
DE,2015,male,vagrancy,316
DE,2015,male,vandalism,652
DE,2015,male,weapons,302
DE,2016,female,aggravated-assault,520
DE,2016,female,arson,6
DE,2016,female,burglary,151
DE,2016,female,curfew,17
DE,2016,female,disorderly-conduct,399
DE,2016,female,drug-grand-total,891
DE,2016,female,drunkenness,63
DE,2016,female,dui,61
DE,2016,female,embezzlement,99
DE,2016,female,forgery,120
DE,2016,female,fraud,653
DE,2016,female,gambling-total,0
DE,2016,female,larceny,2573
DE,2016,female,liqour-laws,320
DE,2016,female,motor-vehcile-theft,26
DE,2016,female,murder,5
DE,2016,female,offense-against-family,113
DE,2016,female,prostitution,64
DE,2016,female,rape,0
DE,2016,female,robbery,86
DE,2016,female,sex-offenses,6
DE,2016,female,simple-assault,2080
DE,2016,female,stolen-property,73
DE,2016,female,vagrancy,56
DE,2016,female,vandalism,275
DE,2016,female,weapons,33
DE,2016,male,aggravated-assault,1094
DE,2016,male,arson,20
DE,2016,male,burglary,912
DE,2016,male,curfew,30
DE,2016,male,disorderly-conduct,916
DE,2016,male,drug-grand-total,3408
DE,2016,male,drunkenness,285
DE,2016,male,dui,294
DE,2016,male,embezzlement,99
DE,2016,male,forgery,171
DE,2016,male,fraud,1142
DE,2016,male,gambling-total,1
DE,2016,male,larceny,3406
DE,2016,male,liqour-laws,570
DE,2016,male,motor-vehcile-theft,96
DE,2016,male,murder,28
DE,2016,male,offense-against-family,82
DE,2016,male,prostitution,25
DE,2016,male,rape,58
DE,2016,male,robbery,443
DE,2016,male,sex-offenses,124
DE,2016,male,simple-assault,4560
DE,2016,male,stolen-property,398
DE,2016,male,vagrancy,277
DE,2016,male,vandalism,615
DE,2016,male,weapons,357
DE,2017,female,aggravated-assault,449
DE,2017,female,arson,1
DE,2017,female,burglary,150
DE,2017,female,curfew,4
DE,2017,female,disorderly-conduct,390
DE,2017,female,drug-grand-total,833
DE,2017,female,drunkenness,86
DE,2017,female,dui,56
DE,2017,female,embezzlement,112
DE,2017,female,forgery,114
DE,2017,female,fraud,636
DE,2017,female,gambling-total,0
DE,2017,female,human-trafficking-commerical,0
DE,2017,female,larceny,2086
DE,2017,female,liqour-laws,230
DE,2017,female,motor-vehcile-theft,16
DE,2017,female,murder,3
DE,2017,female,offense-against-family,101
DE,2017,female,prostitution,39
DE,2017,female,prostitution-assisting,3
DE,2017,female,prostitution-prostitution,36
DE,2017,female,prostitution-purchasing,0
DE,2017,female,rape,4
DE,2017,female,robbery,56
DE,2017,female,sex-offenses,7
DE,2017,female,simple-assault,2035
DE,2017,female,stolen-property,70
DE,2017,female,vagrancy,58
DE,2017,female,vandalism,175
DE,2017,female,weapons,26
DE,2017,male,aggravated-assault,951
DE,2017,male,arson,31
DE,2017,male,burglary,804
DE,2017,male,curfew,28
DE,2017,male,disorderly-conduct,873
DE,2017,male,drug-grand-total,3209
DE,2017,male,drunkenness,279
DE,2017,male,dui,283
DE,2017,male,embezzlement,109
DE,2017,male,forgery,166
DE,2017,male,fraud,1198
DE,2017,male,gambling-total,20
DE,2017,male,human-trafficking-commerical,1
DE,2017,male,larceny,2959
DE,2017,male,liqour-laws,371
DE,2017,male,motor-vehcile-theft,118
DE,2017,male,murder,40
DE,2017,male,offense-against-family,62
DE,2017,male,prostitution,42
DE,2017,male,prostitution-assisting,6
DE,2017,male,prostitution-prostitution,9
DE,2017,male,prostitution-purchasing,27
DE,2017,male,rape,77
DE,2017,male,robbery,417
DE,2017,male,sex-offenses,100
DE,2017,male,simple-assault,4217
DE,2017,male,stolen-property,333
DE,2017,male,vagrancy,166
DE,2017,male,vandalism,576
DE,2017,male,weapons,314
DE,2018,female,aggravated-assault,508
DE,2018,female,arson,9
DE,2018,female,burglary,88
DE,2018,female,curfew,2
DE,2018,female,disorderly-conduct,359
DE,2018,female,drug-grand-total,782
DE,2018,female,drunkenness,78
DE,2018,female,dui,69
DE,2018,female,embezzlement,85
DE,2018,female,forgery,80
DE,2018,female,fraud,481
DE,2018,female,gambling-total,2
DE,2018,female,larceny,1921
DE,2018,female,liqour-laws,261
DE,2018,female,motor-vehcile-theft,20
DE,2018,female,murder,2
DE,2018,female,offense-against-family,108
DE,2018,female,prostitution,53
DE,2018,female,prostitution-assisting,2
DE,2018,female,prostitution-prostitution,51
DE,2018,female,prostitution-purchasing,0
DE,2018,female,rape,2
DE,2018,female,robbery,48
DE,2018,female,sex-offenses,4
DE,2018,female,simple-assault,1906
DE,2018,female,stolen-property,44
DE,2018,female,vagrancy,39
DE,2018,female,vandalism,208
DE,2018,female,weapons,26
DE,2018,male,aggravated-assault,968
DE,2018,male,arson,12
DE,2018,male,burglary,610
DE,2018,male,curfew,30
DE,2018,male,disorderly-conduct,797
DE,2018,male,drug-grand-total,2929
DE,2018,male,drunkenness,243
DE,2018,male,dui,359
DE,2018,male,embezzlement,78
DE,2018,male,forgery,136
DE,2018,male,fraud,888
DE,2018,male,gambling-total,7
DE,2018,male,larceny,2608
DE,2018,male,liqour-laws,408
DE,2018,male,motor-vehcile-theft,96
DE,2018,male,murder,31
DE,2018,male,offense-against-family,76
DE,2018,male,prostitution,71
DE,2018,male,prostitution-assisting,9
DE,2018,male,prostitution-prostitution,14
DE,2018,male,prostitution-purchasing,48
DE,2018,male,rape,76
DE,2018,male,robbery,345
DE,2018,male,sex-offenses,104
DE,2018,male,simple-assault,4224
DE,2018,male,stolen-property,283
DE,2018,male,vagrancy,125
DE,2018,male,vandalism,548
DE,2018,male,weapons,297
FL,2017,female,aggravated-assault,5
FL,2017,female,arson,0
FL,2017,female,burglary,2
FL,2017,female,curfew,2
FL,2017,female,disorderly-conduct,11
FL,2017,female,drug-grand-total,64
FL,2017,female,drunkenness,11
FL,2017,female,dui,7
FL,2017,female,embezzlement,0
FL,2017,female,forgery,4
FL,2017,female,fraud,4
FL,2017,female,gambling-total,0
FL,2017,female,larceny,35
FL,2017,female,liqour-laws,1
FL,2017,female,motor-vehcile-theft,2
FL,2017,female,murder,0
FL,2017,female,offense-against-family,1
FL,2017,female,prostitution,0
FL,2017,female,rape,0
FL,2017,female,robbery,2
FL,2017,female,sex-offenses,0
FL,2017,female,simple-assault,49
FL,2017,female,stolen-property,1
FL,2017,female,vandalism,3
FL,2017,female,weapons,0
FL,2017,male,aggravated-assault,14
FL,2017,male,arson,0
FL,2017,male,burglary,10
FL,2017,male,curfew,3
FL,2017,male,disorderly-conduct,22
FL,2017,male,drug-grand-total,220
FL,2017,male,drunkenness,26
FL,2017,male,dui,30
FL,2017,male,embezzlement,1
FL,2017,male,forgery,7
FL,2017,male,fraud,11
FL,2017,male,gambling-total,0
FL,2017,male,larceny,57
FL,2017,male,liqour-laws,1
FL,2017,male,motor-vehcile-theft,7
FL,2017,male,murder,0
FL,2017,male,offense-against-family,3
FL,2017,male,prostitution,0
FL,2017,male,rape,0
FL,2017,male,robbery,8
FL,2017,male,sex-offenses,1
FL,2017,male,simple-assault,82
FL,2017,male,stolen-property,10
FL,2017,male,vandalism,32
FL,2017,male,weapons,5
GA,2010,female,aggravated-assault,2692
GA,2010,female,arson,60
GA,2010,female,burglary,784
GA,2010,female,curfew,128
GA,2010,female,disorderly-conduct,8003
GA,2010,female,drug-grand-total,7523
GA,2010,female,drunkenness,553
GA,2010,female,dui,6726
GA,2010,female,embezzlement,157
GA,2010,female,forgery,1784
GA,2010,female,fraud,2575
GA,2010,female,gambling-total,55
GA,2010,female,larceny,15951
GA,2010,female,liqour-laws,2321
GA,2010,female,motor-vehcile-theft,337
GA,2010,female,murder,50
GA,2010,female,offense-against-family,993
GA,2010,female,prostitution,1060
GA,2010,female,rape,1
GA,2010,female,robbery,286
GA,2010,female,runaway,710
GA,2010,female,sex-offenses,512
GA,2010,female,simple-assault,8978
GA,2010,female,stolen-property,587
GA,2010,female,suspicion,11
GA,2010,female,vagrancy,183
GA,2010,female,vandalism,869
GA,2010,female,weapons,446
GA,2010,male,aggravated-assault,7386
GA,2010,male,arson,181
GA,2010,male,burglary,7906
GA,2010,male,curfew,398
GA,2010,male,disorderly-conduct,18260
GA,2010,male,drug-grand-total,34111
GA,2010,male,drunkenness,2908
GA,2010,male,dui,22274
GA,2010,male,embezzlement,262
GA,2010,male,forgery,3329
GA,2010,male,fraud,5195
GA,2010,male,gambling-total,530
GA,2010,male,larceny,23435
GA,2010,male,liqour-laws,7788
GA,2010,male,motor-vehcile-theft,1869
GA,2010,male,murder,367
GA,2010,male,offense-against-family,3458
GA,2010,male,prostitution,355
GA,2010,male,rape,343
GA,2010,male,robbery,2623
GA,2010,male,runaway,512
GA,2010,male,sex-offenses,3411
GA,2010,male,simple-assault,23969
GA,2010,male,stolen-property,3015
GA,2010,male,suspicion,32
GA,2010,male,vagrancy,1368
GA,2010,male,vandalism,2904
GA,2010,male,weapons,3782
GA,2011,female,aggravated-assault,2872
GA,2011,female,arson,86
GA,2011,female,burglary,1074
GA,2011,female,curfew,152
GA,2011,female,disorderly-conduct,8179
GA,2011,female,drug-grand-total,8266
GA,2011,female,drunkenness,584
GA,2011,female,dui,7676
GA,2011,female,embezzlement,140
GA,2011,female,forgery,1626
GA,2011,female,fraud,2072
GA,2011,female,gambling-total,40
GA,2011,female,larceny,16380
GA,2011,female,liqour-laws,2152
GA,2011,female,motor-vehcile-theft,321
GA,2011,female,murder,52
GA,2011,female,offense-against-family,1172
GA,2011,female,prostitution,974
GA,2011,female,rape,4
GA,2011,female,robbery,312
GA,2011,female,runaway,930
GA,2011,female,sex-offenses,470
GA,2011,female,simple-assault,9468
GA,2011,female,stolen-property,616
GA,2011,female,suspicion,23
GA,2011,female,vagrancy,145
GA,2011,female,vandalism,955
GA,2011,female,weapons,409
GA,2011,male,aggravated-assault,7951
GA,2011,male,arson,315
GA,2011,male,burglary,8522
GA,2011,male,curfew,566
GA,2011,male,disorderly-conduct,18590
GA,2011,male,drug-grand-total,34548
GA,2011,male,drunkenness,2805
GA,2011,male,dui,23501
GA,2011,male,embezzlement,266
GA,2011,male,forgery,2836
GA,2011,male,fraud,4223
GA,2011,male,gambling-total,291
GA,2011,male,larceny,25360
GA,2011,male,liqour-laws,7634
GA,2011,male,motor-vehcile-theft,1827
GA,2011,male,murder,395
GA,2011,male,offense-against-family,3182
GA,2011,male,prostitution,554
GA,2011,male,rape,346
GA,2011,male,robbery,2475
GA,2011,male,runaway,780
GA,2011,male,sex-offenses,3562
GA,2011,male,simple-assault,24364
GA,2011,male,stolen-property,3063
GA,2011,male,suspicion,76
GA,2011,male,vagrancy,994
GA,2011,male,vandalism,3194
GA,2011,male,weapons,3562
GA,2012,female,aggravated-assault,2938
GA,2012,female,arson,42
GA,2012,female,burglary,1082
GA,2012,female,curfew,170
GA,2012,female,disorderly-conduct,8600
GA,2012,female,drug-grand-total,9083
GA,2012,female,drunkenness,579
GA,2012,female,dui,7837
GA,2012,female,embezzlement,176
GA,2012,female,forgery,1596
GA,2012,female,fraud,2126
GA,2012,female,gambling-total,53
GA,2012,female,larceny,17204
GA,2012,female,liqour-laws,2214
GA,2012,female,motor-vehcile-theft,278
GA,2012,female,murder,49
GA,2012,female,offense-against-family,1226
GA,2012,female,prostitution,1097
GA,2012,female,rape,3
GA,2012,female,robbery,302
GA,2012,female,runaway,971
GA,2012,female,sex-offenses,408
GA,2012,female,simple-assault,10230
GA,2012,female,stolen-property,598
GA,2012,female,suspicion,50
GA,2012,female,vagrancy,171
GA,2012,female,vandalism,1048
GA,2012,female,weapons,399
GA,2012,male,aggravated-assault,7777
GA,2012,male,arson,176
GA,2012,male,burglary,7714
GA,2012,male,curfew,554
GA,2012,male,disorderly-conduct,18809
GA,2012,male,drug-grand-total,36814
GA,2012,male,drunkenness,2688
GA,2012,male,dui,22405
GA,2012,male,embezzlement,257
GA,2012,male,forgery,2850
GA,2012,male,fraud,3694
GA,2012,male,gambling-total,361
GA,2012,male,larceny,25842
GA,2012,male,liqour-laws,7784
GA,2012,male,motor-vehcile-theft,1544
GA,2012,male,murder,386
GA,2012,male,offense-against-family,3136
GA,2012,male,prostitution,525
GA,2012,male,rape,329
GA,2012,male,robbery,2747
GA,2012,male,runaway,893
GA,2012,male,sex-offenses,3677
GA,2012,male,simple-assault,25459
GA,2012,male,stolen-property,2935
GA,2012,male,suspicion,122
GA,2012,male,vagrancy,932
GA,2012,male,vandalism,3292
GA,2012,male,weapons,3407
GA,2013,female,aggravated-assault,2333
GA,2013,female,arson,47
GA,2013,female,burglary,836
GA,2013,female,curfew,172
GA,2013,female,disorderly-conduct,7539
GA,2013,female,drug-grand-total,9481
GA,2013,female,drunkenness,426
GA,2013,female,dui,6867
GA,2013,female,embezzlement,213
GA,2013,female,forgery,1372
GA,2013,female,fraud,1916
GA,2013,female,gambling-total,30
GA,2013,female,larceny,16793
GA,2013,female,liqour-laws,1764
GA,2013,female,motor-vehcile-theft,242
GA,2013,female,murder,76
GA,2013,female,offense-against-family,1083
GA,2013,female,prostitution,806
GA,2013,female,rape,8
GA,2013,female,robbery,369
GA,2013,female,runaway,775
GA,2013,female,sex-offenses,376
GA,2013,female,simple-assault,9028
GA,2013,female,stolen-property,629
GA,2013,female,suspicion,12
GA,2013,female,vagrancy,137
GA,2013,female,vandalism,883
GA,2013,female,weapons,360
GA,2013,male,aggravated-assault,6416
GA,2013,male,arson,160
GA,2013,male,burglary,6492
GA,2013,male,curfew,514
GA,2013,male,disorderly-conduct,16556
GA,2013,male,drug-grand-total,35623
GA,2013,male,drunkenness,2248
GA,2013,male,dui,19439
GA,2013,male,embezzlement,319
GA,2013,male,forgery,2469
GA,2013,male,fraud,3455
GA,2013,male,gambling-total,181
GA,2013,male,larceny,24446
GA,2013,male,liqour-laws,5963
GA,2013,male,motor-vehcile-theft,1357
GA,2013,male,murder,385
GA,2013,male,offense-against-family,2591
GA,2013,male,prostitution,381
GA,2013,male,rape,342
GA,2013,male,robbery,2383
GA,2013,male,runaway,685
GA,2013,male,sex-offenses,3216
GA,2013,male,simple-assault,22792
GA,2013,male,stolen-property,2790
GA,2013,male,suspicion,73
GA,2013,male,vagrancy,996
GA,2013,male,vandalism,2837
GA,2013,male,weapons,3070
GA,2014,female,aggravated-assault,2236
GA,2014,female,arson,47
GA,2014,female,burglary,796
GA,2014,female,curfew,156
GA,2014,female,disorderly-conduct,6607
GA,2014,female,drug-grand-total,9906
GA,2014,female,drunkenness,400
GA,2014,female,dui,6315
GA,2014,female,embezzlement,151
GA,2014,female,forgery,1279
GA,2014,female,fraud,1717
GA,2014,female,gambling-total,29
GA,2014,female,larceny,16861
GA,2014,female,liqour-laws,1504
GA,2014,female,motor-vehcile-theft,288
GA,2014,female,murder,55
GA,2014,female,offense-against-family,1094
GA,2014,female,prostitution,479
GA,2014,female,rape,2
GA,2014,female,robbery,354
GA,2014,female,runaway,519
GA,2014,female,sex-offenses,320
GA,2014,female,simple-assault,8995
GA,2014,female,stolen-property,621
GA,2014,female,suspicion,74
GA,2014,female,vagrancy,159
GA,2014,female,vandalism,930
GA,2014,female,weapons,428
GA,2014,male,aggravated-assault,6284
GA,2014,male,arson,176
GA,2014,male,burglary,6275
GA,2014,male,curfew,491
GA,2014,male,disorderly-conduct,14612
GA,2014,male,drug-grand-total,34682
GA,2014,male,drunkenness,1871
GA,2014,male,dui,18009
GA,2014,male,embezzlement,249
GA,2014,male,forgery,2362
GA,2014,male,fraud,3872
GA,2014,male,gambling-total,217
GA,2014,male,larceny,24687
GA,2014,male,liqour-laws,5418
GA,2014,male,motor-vehcile-theft,1399
GA,2014,male,murder,381
GA,2014,male,offense-against-family,2925
GA,2014,male,prostitution,219
GA,2014,male,rape,336
GA,2014,male,robbery,2351
GA,2014,male,runaway,460
GA,2014,male,sex-offenses,3039
GA,2014,male,simple-assault,22340
GA,2014,male,stolen-property,2566
GA,2014,male,suspicion,176
GA,2014,male,vagrancy,1069
GA,2014,male,vandalism,3142
GA,2014,male,weapons,3186
GA,2015,female,aggravated-assault,1755
GA,2015,female,arson,32
GA,2015,female,burglary,721
GA,2015,female,curfew,106
GA,2015,female,disorderly-conduct,4745
GA,2015,female,drug-grand-total,9632
GA,2015,female,drunkenness,352
GA,2015,female,dui,5750
GA,2015,female,embezzlement,108
GA,2015,female,forgery,1072
GA,2015,female,fraud,1366
GA,2015,female,gambling-total,34
GA,2015,female,larceny,13970
GA,2015,female,liqour-laws,850
GA,2015,female,motor-vehcile-theft,226
GA,2015,female,murder,40
GA,2015,female,offense-against-family,989
GA,2015,female,prostitution,410
GA,2015,female,rape,6
GA,2015,female,robbery,248
GA,2015,female,runaway,431
GA,2015,female,sex-offenses,266
GA,2015,female,simple-assault,7365
GA,2015,female,stolen-property,519
GA,2015,female,suspicion,4
GA,2015,female,vagrancy,190
GA,2015,female,vandalism,766
GA,2015,female,weapons,300
GA,2015,male,aggravated-assault,5747
GA,2015,male,arson,118
GA,2015,male,burglary,4780
GA,2015,male,curfew,350
GA,2015,male,disorderly-conduct,9313
GA,2015,male,drug-grand-total,30251
GA,2015,male,drunkenness,1613
GA,2015,male,dui,16008
GA,2015,male,embezzlement,195
GA,2015,male,forgery,1995
GA,2015,male,fraud,3395
GA,2015,male,gambling-total,117
GA,2015,male,larceny,19706
GA,2015,male,liqour-laws,2441
GA,2015,male,motor-vehcile-theft,1089
GA,2015,male,murder,324
GA,2015,male,offense-against-family,2514
GA,2015,male,prostitution,201
GA,2015,male,rape,243
GA,2015,male,robbery,1737
GA,2015,male,runaway,432
GA,2015,male,sex-offenses,2267
GA,2015,male,simple-assault,18519
GA,2015,male,stolen-property,2168
GA,2015,male,suspicion,11
GA,2015,male,vagrancy,727
GA,2015,male,vandalism,2460
GA,2015,male,weapons,2659
GA,2016,female,aggravated-assault,2487
GA,2016,female,arson,48
GA,2016,female,burglary,709
GA,2016,female,curfew,83
GA,2016,female,disorderly-conduct,5609
GA,2016,female,drug-grand-total,11001
GA,2016,female,drunkenness,310
GA,2016,female,dui,5754
GA,2016,female,embezzlement,100
GA,2016,female,forgery,929
GA,2016,female,fraud,1320
GA,2016,female,gambling-total,8
GA,2016,female,larceny,12518
GA,2016,female,liqour-laws,917
GA,2016,female,motor-vehcile-theft,322
GA,2016,female,murder,60
GA,2016,female,offense-against-family,952
GA,2016,female,prostitution,354
GA,2016,female,rape,3
GA,2016,female,robbery,223
GA,2016,female,runaway,386
GA,2016,female,sex-offenses,288
GA,2016,female,simple-assault,7909
GA,2016,female,stolen-property,595
GA,2016,female,suspicion,10
GA,2016,female,vagrancy,237
GA,2016,female,vandalism,1084
GA,2016,female,weapons,423
GA,2016,male,aggravated-assault,7064
GA,2016,male,arson,137
GA,2016,male,burglary,4622
GA,2016,male,curfew,312
GA,2016,male,disorderly-conduct,11153
GA,2016,male,drug-grand-total,33986
GA,2016,male,drunkenness,1431
GA,2016,male,dui,15633
GA,2016,male,embezzlement,183
GA,2016,male,forgery,1899
GA,2016,male,fraud,2520
GA,2016,male,gambling-total,72
GA,2016,male,larceny,19232
GA,2016,male,liqour-laws,3638
GA,2016,male,motor-vehcile-theft,1275
GA,2016,male,murder,403
GA,2016,male,offense-against-family,2389
GA,2016,male,prostitution,196
GA,2016,male,rape,305
GA,2016,male,robbery,2126
GA,2016,male,runaway,332
GA,2016,male,sex-offenses,2742
GA,2016,male,simple-assault,18453
GA,2016,male,stolen-property,2661
GA,2016,male,suspicion,19
GA,2016,male,vagrancy,1420
GA,2016,male,vandalism,2989
GA,2016,male,weapons,3171
GA,2017,female,aggravated-assault,2394
GA,2017,female,arson,36
GA,2017,female,burglary,659
GA,2017,female,curfew,85
GA,2017,female,disorderly-conduct,4988
GA,2017,female,drug-grand-total,11060
GA,2017,female,drunkenness,326
GA,2017,female,dui,5416
GA,2017,female,embezzlement,142
GA,2017,female,forgery,855
GA,2017,female,fraud,1272
GA,2017,female,gambling-total,15
GA,2017,female,larceny,11640
GA,2017,female,liqour-laws,715
GA,2017,female,motor-vehcile-theft,349
GA,2017,female,murder,49
GA,2017,female,offense-against-family,948
GA,2017,female,prostitution,291
GA,2017,female,rape,3
GA,2017,female,robbery,227
GA,2017,female,runaway,409
GA,2017,female,sex-offenses,259
GA,2017,female,simple-assault,7163
GA,2017,female,stolen-property,646
GA,2017,female,suspicion,1
GA,2017,female,vagrancy,211
GA,2017,female,vandalism,948
GA,2017,female,weapons,410
GA,2017,male,aggravated-assault,6935
GA,2017,male,arson,137
GA,2017,male,burglary,4076
GA,2017,male,curfew,311
GA,2017,male,disorderly-conduct,10477
GA,2017,male,drug-grand-total,34809
GA,2017,male,drunkenness,1226
GA,2017,male,dui,14782
GA,2017,male,embezzlement,183
GA,2017,male,forgery,1842
GA,2017,male,fraud,2211
GA,2017,male,gambling-total,52
GA,2017,male,larceny,17852
GA,2017,male,liqour-laws,2979
GA,2017,male,motor-vehcile-theft,1323
GA,2017,male,murder,364
GA,2017,male,offense-against-family,2216
GA,2017,male,prostitution,171
GA,2017,male,rape,315
GA,2017,male,robbery,1699
GA,2017,male,runaway,309
GA,2017,male,sex-offenses,2469
GA,2017,male,simple-assault,16599
GA,2017,male,stolen-property,2792
GA,2017,male,suspicion,8
GA,2017,male,vagrancy,1127
GA,2017,male,vandalism,2886
GA,2017,male,weapons,3395
GA,2018,female,aggravated-assault,2112
GA,2018,female,arson,39
GA,2018,female,burglary,548
GA,2018,female,curfew,53
GA,2018,female,disorderly-conduct,3981
GA,2018,female,drug-grand-total,13400
GA,2018,female,drunkenness,255
GA,2018,female,dui,7168
GA,2018,female,embezzlement,91
GA,2018,female,forgery,727
GA,2018,female,fraud,1051
GA,2018,female,gambling-total,35
GA,2018,female,larceny,10351
GA,2018,female,liqour-laws,477
GA,2018,female,motor-vehcile-theft,248
GA,2018,female,murder,67
GA,2018,female,offense-against-family,1260
GA,2018,female,prostitution,212
GA,2018,female,rape,5
GA,2018,female,robbery,167
GA,2018,female,runaway,360
GA,2018,female,sex-offenses,187
GA,2018,female,simple-assault,6517
GA,2018,female,stolen-property,517
GA,2018,female,suspicion,3
GA,2018,female,vagrancy,137
GA,2018,female,vandalism,918
GA,2018,female,weapons,375
GA,2018,male,aggravated-assault,6409
GA,2018,male,arson,108
GA,2018,male,burglary,3178
GA,2018,male,curfew,175
GA,2018,male,disorderly-conduct,7632
GA,2018,male,drug-grand-total,36928
GA,2018,male,drunkenness,1206
GA,2018,male,dui,20281
GA,2018,male,embezzlement,119
GA,2018,male,forgery,1366
GA,2018,male,fraud,1932
GA,2018,male,gambling-total,137
GA,2018,male,larceny,15429
GA,2018,male,liqour-laws,1326
GA,2018,male,motor-vehcile-theft,1027
GA,2018,male,murder,351
GA,2018,male,offense-against-family,2701
GA,2018,male,prostitution,165
GA,2018,male,rape,243
GA,2018,male,robbery,1203
GA,2018,male,runaway,298
GA,2018,male,sex-offenses,1905
GA,2018,male,simple-assault,15487
GA,2018,male,stolen-property,2333
GA,2018,male,suspicion,16
GA,2018,male,vagrancy,445
GA,2018,male,vandalism,2834
GA,2018,male,weapons,3091
GM,2013,female,aggravated-assault,33
GM,2013,female,arson,0
GM,2013,female,burglary,6
GM,2013,female,curfew,1
GM,2013,female,disorderly-conduct,8
