state,year,gender,offense,offenders
IN,2017,Male,aggravated-assault,504
IN,2018,Male,aggravated-assault,1038
IN,2014,Female,aggravated-assault,39
IN,2015,Female,aggravated-assault,53
IN,2016,Female,aggravated-assault,40
IN,2017,Female,aggravated-assault,139
IN,2018,Female,aggravated-assault,342
IN,2014,Unknown,aggravated-assault,0
IN,2015,Unknown,aggravated-assault,0
IN,2016,Unknown,aggravated-assault,2
IN,2017,Unknown,aggravated-assault,4
IN,2018,Unknown,aggravated-assault,68
IN,2013,Male,burglary,1
IN,2014,Male,burglary,103
IN,2015,Male,burglary,89
IN,2016,Male,burglary,127
IN,2017,Male,burglary,469
IN,2018,Male,burglary,1023
IN,2013,Female,burglary,0
IN,2014,Female,burglary,27
IN,2015,Female,burglary,31
IN,2016,Female,burglary,36
IN,2017,Female,burglary,121
IN,2018,Female,burglary,287
IN,2013,Unknown,burglary,0
IN,2014,Unknown,burglary,3
IN,2015,Unknown,burglary,11
IN,2016,Unknown,burglary,5
IN,2017,Unknown,burglary,32
IN,2018,Unknown,burglary,413
IN,2013,Male,larceny,13
IN,2014,Male,larceny,474
IN,2015,Male,larceny,420
IN,2016,Male,larceny,476
IN,2017,Male,larceny,1497
IN,2018,Male,larceny,3203
IN,2013,Female,larceny,7
IN,2014,Female,larceny,244
IN,2015,Female,larceny,241
IN,2016,Female,larceny,249
IN,2017,Female,larceny,805
IN,2018,Female,larceny,1810
IN,2013,Unknown,larceny,3
IN,2014,Unknown,larceny,36
IN,2015,Unknown,larceny,34
IN,2016,Unknown,larceny,29
IN,2017,Unknown,larceny,60
IN,2018,Unknown,larceny,1120
IN,2013,Male,motor-vehicle-theft,0
IN,2014,Male,motor-vehicle-theft,135
IN,2015,Male,motor-vehicle-theft,145
IN,2016,Male,motor-vehicle-theft,176
IN,2017,Male,motor-vehicle-theft,360
IN,2018,Male,motor-vehicle-theft,673
IN,2013,Female,motor-vehicle-theft,0
IN,2014,Female,motor-vehicle-theft,31
IN,2015,Female,motor-vehicle-theft,37
IN,2016,Female,motor-vehicle-theft,52
IN,2017,Female,motor-vehicle-theft,111
IN,2018,Female,motor-vehicle-theft,243
IN,2013,Unknown,motor-vehicle-theft,0
IN,2014,Unknown,motor-vehicle-theft,10
IN,2015,Unknown,motor-vehicle-theft,18
IN,2016,Unknown,motor-vehicle-theft,9
IN,2017,Unknown,motor-vehicle-theft,16
IN,2018,Unknown,motor-vehicle-theft,205
IN,2014,Male,homicide,21
IN,2015,Male,homicide,10
IN,2016,Male,homicide,20
IN,2017,Male,homicide,14
IN,2018,Male,homicide,44
IN,2014,Female,homicide,2
IN,2015,Female,homicide,2
IN,2016,Female,homicide,3
IN,2017,Female,homicide,1
IN,2018,Female,homicide,6
IN,2014,Unknown,homicide,1
IN,2015,Unknown,homicide,0
IN,2016,Unknown,homicide,0
IN,2017,Unknown,homicide,0
IN,2018,Unknown,homicide,3
IN,2014,Male,rape,90
IN,2015,Male,rape,91
IN,2016,Male,rape,109
IN,2017,Male,rape,189
IN,2018,Male,rape,249
IN,2014,Female,rape,3
IN,2015,Female,rape,0
IN,2016,Female,rape,2
IN,2017,Female,rape,3
IN,2018,Female,rape,7
IN,2014,Unknown,rape,0
IN,2015,Unknown,rape,0
IN,2016,Unknown,rape,2
IN,2017,Unknown,rape,0
IN,2018,Unknown,rape,2
IN,2014,Male,robbery,42
IN,2015,Male,robbery,48
IN,2016,Male,robbery,37
IN,2017,Male,robbery,316
IN,2018,Male,robbery,598
IN,2014,Female,robbery,8
IN,2015,Female,robbery,8
IN,2016,Female,robbery,3
IN,2017,Female,robbery,34
IN,2018,Female,robbery,62
IN,2014,Unknown,robbery,0
IN,2015,Unknown,robbery,4
IN,2016,Unknown,robbery,0
IN,2017,Unknown,robbery,7
IN,2018,Unknown,robbery,20
IN,2014,Male,arson,6
IN,2015,Male,arson,1
IN,2016,Male,arson,5
IN,2017,Male,arson,9
IN,2018,Male,arson,32
IN,2014,Female,arson,3
IN,2015,Female,arson,0
IN,2016,Female,arson,0
IN,2017,Female,arson,3
IN,2018,Female,arson,12
IN,2014,Unknown,arson,0
IN,2015,Unknown,arson,1
IN,2016,Unknown,arson,0
IN,2017,Unknown,arson,0
IN,2018,Unknown,arson,21
IN,2014,Male,violent-crime,313
IN,2015,Male,violent-crime,353
IN,2016,Male,violent-crime,343
IN,2017,Male,violent-crime,1023
IN,2018,Male,violent-crime,1929
IN,2014,Female,violent-crime,52
IN,2015,Female,violent-crime,63
IN,2016,Female,violent-crime,48
IN,2017,Female,violent-crime,177
IN,2018,Female,violent-crime,417
IN,2014,Unknown,violent-crime,1
IN,2015,Unknown,violent-crime,4
IN,2016,Unknown,violent-crime,4
IN,2017,Unknown,violent-crime,11
IN,2018,Unknown,violent-crime,93
IN,2013,Male,property-crime,14
IN,2014,Male,property-crime,718
IN,2015,Male,property-crime,655
IN,2016,Male,property-crime,784
IN,2017,Male,property-crime,2335
IN,2018,Male,property-crime,4931
IN,2013,Female,property-crime,7
IN,2014,Female,property-crime,305
IN,2015,Female,property-crime,309
IN,2016,Female,property-crime,337
IN,2017,Female,property-crime,1040
IN,2018,Female,property-crime,2352
IN,2013,Unknown,property-crime,3
IN,2014,Unknown,property-crime,49
IN,2015,Unknown,property-crime,64
IN,2016,Unknown,property-crime,43
IN,2017,Unknown,property-crime,108
IN,2018,Unknown,property-crime,1759
KS,2010,Male,aggravated-assault,4727
KS,2011,Male,aggravated-assault,4482
KS,2012,Male,aggravated-assault,4642
KS,2013,Male,aggravated-assault,4295
KS,2014,Male,aggravated-assault,4154
KS,2015,Male,aggravated-assault,4268
KS,2016,Male,aggravated-assault,4364
KS,2017,Male,aggravated-assault,4719
KS,2018,Male,aggravated-assault,5073
KS,2010,Female,aggravated-assault,1213
KS,2011,Female,aggravated-assault,1250
KS,2012,Female,aggravated-assault,1236
KS,2013,Female,aggravated-assault,1115
KS,2014,Female,aggravated-assault,1176
KS,2015,Female,aggravated-assault,1187
KS,2016,Female,aggravated-assault,1237
KS,2017,Female,aggravated-assault,1292
KS,2018,Female,aggravated-assault,1338
KS,2010,Unknown,aggravated-assault,276
KS,2011,Unknown,aggravated-assault,242
KS,2012,Unknown,aggravated-assault,243
KS,2013,Unknown,aggravated-assault,230
KS,2014,Unknown,aggravated-assault,204
KS,2015,Unknown,aggravated-assault,244
KS,2016,Unknown,aggravated-assault,300
KS,2017,Unknown,aggravated-assault,273
KS,2018,Unknown,aggravated-assault,333
KS,2010,Male,burglary,4947
KS,2011,Male,burglary,4597
KS,2012,Male,burglary,4529
KS,2013,Male,burglary,4097
KS,2014,Male,burglary,3820
KS,2015,Male,burglary,3683
KS,2016,Male,burglary,3324
KS,2017,Male,burglary,3353
KS,2018,Male,burglary,2960
KS,2010,Female,burglary,918
KS,2011,Female,burglary,946
KS,2012,Female,burglary,1009
KS,2013,Female,burglary,987
KS,2014,Female,burglary,836
KS,2015,Female,burglary,888
KS,2016,Female,burglary,891
KS,2017,Female,burglary,835
KS,2018,Female,burglary,750
KS,2010,Unknown,burglary,1056
KS,2011,Unknown,burglary,1040
KS,2012,Unknown,burglary,1291
KS,2013,Unknown,burglary,1047
KS,2014,Unknown,burglary,558
KS,2015,Unknown,burglary,374
KS,2016,Unknown,burglary,573
KS,2017,Unknown,burglary,595
KS,2018,Unknown,burglary,693
KS,2010,Male,larceny,14544
KS,2011,Male,larceny,15038
KS,2012,Male,larceny,15845
KS,2013,Male,larceny,15077
KS,2014,Male,larceny,13778
KS,2015,Male,larceny,13074
KS,2016,Male,larceny,13632
KS,2017,Male,larceny,14478
KS,2018,Male,larceny,12944
KS,2010,Female,larceny,8495
KS,2011,Female,larceny,8971
KS,2012,Female,larceny,10021
KS,2013,Female,larceny,9551
KS,2014,Female,larceny,8753
KS,2015,Female,larceny,8780
KS,2016,Female,larceny,8702
KS,2017,Female,larceny,8917
KS,2018,Female,larceny,8962
KS,2010,Unknown,larceny,4075
KS,2011,Unknown,larceny,3405
KS,2012,Unknown,larceny,3762
KS,2013,Unknown,larceny,3566
KS,2014,Unknown,larceny,2287
KS,2015,Unknown,larceny,1285
KS,2016,Unknown,larceny,2066
KS,2017,Unknown,larceny,2177
KS,2018,Unknown,larceny,2197
KS,2010,Male,motor-vehicle-theft,1387
KS,2011,Male,motor-vehicle-theft,1506
KS,2012,Male,motor-vehicle-theft,1711
KS,2013,Male,motor-vehicle-theft,1613
KS,2014,Male,motor-vehicle-theft,1624
KS,2015,Male,motor-vehicle-theft,1645
KS,2016,Male,motor-vehicle-theft,1765
KS,2017,Male,motor-vehicle-theft,2060
KS,2018,Male,motor-vehicle-theft,2052
KS,2010,Female,motor-vehicle-theft,352
KS,2011,Female,motor-vehicle-theft,405
KS,2012,Female,motor-vehicle-theft,531
KS,2013,Female,motor-vehicle-theft,479
KS,2014,Female,motor-vehicle-theft,522
KS,2015,Female,motor-vehicle-theft,508
KS,2016,Female,motor-vehicle-theft,578
KS,2017,Female,motor-vehicle-theft,672
KS,2018,Female,motor-vehicle-theft,753
KS,2010,Unknown,motor-vehicle-theft,205
KS,2011,Unknown,motor-vehicle-theft,188
KS,2012,Unknown,motor-vehicle-theft,210
KS,2013,Unknown,motor-vehicle-theft,218
KS,2014,Unknown,motor-vehicle-theft,142
KS,2015,Unknown,motor-vehicle-theft,86
KS,2016,Unknown,motor-vehicle-theft,182
KS,2017,Unknown,motor-vehicle-theft,220
KS,2018,Unknown,motor-vehicle-theft,271
KS,2010,Male,homicide,61
KS,2011,Male,homicide,75
KS,2012,Male,homicide,62
KS,2013,Male,homicide,88
KS,2014,Male,homicide,67
KS,2015,Male,homicide,91
KS,2016,Male,homicide,81
KS,2017,Male,homicide,100
KS,2018,Male,homicide,103
KS,2010,Female,homicide,10
KS,2011,Female,homicide,9
KS,2012,Female,homicide,9
KS,2013,Female,homicide,19
KS,2014,Female,homicide,7
KS,2015,Female,homicide,9
KS,2016,Female,homicide,20
KS,2017,Female,homicide,13
KS,2018,Female,homicide,17
KS,2010,Unknown,homicide,2
KS,2011,Unknown,homicide,3
KS,2012,Unknown,homicide,1
KS,2013,Unknown,homicide,4
KS,2014,Unknown,homicide,4
KS,2015,Unknown,homicide,4
KS,2016,Unknown,homicide,7
KS,2017,Unknown,homicide,8
KS,2018,Unknown,homicide,9
KS,2010,Male,rape,1257
KS,2011,Male,rape,1184
KS,2012,Male,rape,1225
KS,2013,Male,rape,1033
KS,2014,Male,rape,962
KS,2015,Male,rape,1096
KS,2016,Male,rape,1120
KS,2017,Male,rape,1198
KS,2018,Male,rape,1171
KS,2010,Female,rape,46
KS,2011,Female,rape,46
KS,2012,Female,rape,66
KS,2013,Female,rape,56
KS,2014,Female,rape,36
KS,2015,Female,rape,48
KS,2016,Female,rape,51
KS,2017,Female,rape,57
KS,2018,Female,rape,48
KS,2010,Unknown,rape,43
KS,2011,Unknown,rape,40
KS,2012,Unknown,rape,55
KS,2013,Unknown,rape,52
KS,2014,Unknown,rape,54
KS,2015,Unknown,rape,57
KS,2016,Unknown,rape,61
KS,2017,Unknown,rape,54
KS,2018,Unknown,rape,66
KS,2010,Male,robbery,1354
KS,2011,Male,robbery,1246
KS,2012,Male,robbery,1253
KS,2013,Male,robbery,1163
KS,2014,Male,robbery,1141
KS,2015,Male,robbery,1588
KS,2016,Male,robbery,1424
KS,2017,Male,robbery,1389
KS,2018,Male,robbery,1261
KS,2010,Female,robbery,160
KS,2011,Female,robbery,149
KS,2012,Female,robbery,178
KS,2013,Female,robbery,143
KS,2014,Female,robbery,143
KS,2015,Female,robbery,186
KS,2016,Female,robbery,199
KS,2017,Female,robbery,204
KS,2018,Female,robbery,209
KS,2010,Unknown,robbery,69
KS,2011,Unknown,robbery,88
KS,2012,Unknown,robbery,107
KS,2013,Unknown,robbery,66
KS,2014,Unknown,robbery,52
KS,2015,Unknown,robbery,70
KS,2016,Unknown,robbery,63
KS,2017,Unknown,robbery,78
KS,2018,Unknown,robbery,76
KS,2010,Male,arson,277
KS,2011,Male,arson,277
KS,2012,Male,arson,260
KS,2013,Male,arson,225
KS,2014,Male,arson,254
KS,2015,Male,arson,235
KS,2016,Male,arson,235
KS,2017,Male,arson,204
KS,2018,Male,arson,247
KS,2010,Female,arson,40
KS,2011,Female,arson,56
KS,2012,Female,arson,41
KS,2013,Female,arson,45
KS,2014,Female,arson,54
KS,2015,Female,arson,47
KS,2016,Female,arson,57
KS,2017,Female,arson,62
KS,2018,Female,arson,56
KS,2010,Unknown,arson,50
KS,2011,Unknown,arson,38
KS,2012,Unknown,arson,59
KS,2013,Unknown,arson,30
KS,2014,Unknown,arson,21
KS,2015,Unknown,arson,36
KS,2016,Unknown,arson,18
KS,2017,Unknown,arson,28
KS,2018,Unknown,arson,28
KS,2010,Male,violent-crime,7399
KS,2011,Male,violent-crime,6987
KS,2012,Male,violent-crime,7182
KS,2013,Male,violent-crime,6579
KS,2014,Male,violent-crime,6324
KS,2015,Male,violent-crime,7043
KS,2016,Male,violent-crime,6989
KS,2017,Male,violent-crime,7406
KS,2018,Male,violent-crime,7608
KS,2010,Female,violent-crime,1429
KS,2011,Female,violent-crime,1454
KS,2012,Female,violent-crime,1489
KS,2013,Female,violent-crime,1333
KS,2014,Female,violent-crime,1362
KS,2015,Female,violent-crime,1430
KS,2016,Female,violent-crime,1507
KS,2017,Female,violent-crime,1566
KS,2018,Female,violent-crime,1612
KS,2010,Unknown,violent-crime,390
KS,2011,Unknown,violent-crime,373
KS,2012,Unknown,violent-crime,406
KS,2013,Unknown,violent-crime,352
KS,2014,Unknown,violent-crime,314
KS,2015,Unknown,violent-crime,375
KS,2016,Unknown,violent-crime,431
KS,2017,Unknown,violent-crime,413
KS,2018,Unknown,violent-crime,484
KS,2010,Male,property-crime,21155
KS,2011,Male,property-crime,21418
KS,2012,Male,property-crime,22345
KS,2013,Male,property-crime,21012
KS,2014,Male,property-crime,19476
KS,2015,Male,property-crime,18637
KS,2016,Male,property-crime,18956
KS,2017,Male,property-crime,20095
KS,2018,Male,property-crime,18203
KS,2010,Female,property-crime,9805
KS,2011,Female,property-crime,10378
KS,2012,Female,property-crime,11602
KS,2013,Female,property-crime,11062
KS,2014,Female,property-crime,10165
KS,2015,Female,property-crime,10223
KS,2016,Female,property-crime,10228
KS,2017,Female,property-crime,10486
KS,2018,Female,property-crime,10521
KS,2010,Unknown,property-crime,5386
KS,2011,Unknown,property-crime,4671
KS,2012,Unknown,property-crime,5322
KS,2013,Unknown,property-crime,4861
KS,2014,Unknown,property-crime,3008
KS,2015,Unknown,property-crime,1781
KS,2016,Unknown,property-crime,2839
KS,2017,Unknown,property-crime,3020
KS,2018,Unknown,property-crime,3189
KY,2010,Male,aggravated-assault,1491
KY,2011,Male,aggravated-assault,1693
KY,2012,Male,aggravated-assault,1834
KY,2013,Male,aggravated-assault,1766
KY,2014,Male,aggravated-assault,2339
KY,2015,Male,aggravated-assault,3311
KY,2016,Male,aggravated-assault,3369
KY,2017,Male,aggravated-assault,3452
KY,2018,Male,aggravated-assault,3203
KY,2010,Female,aggravated-assault,420
KY,2011,Female,aggravated-assault,438
KY,2012,Female,aggravated-assault,518
KY,2013,Female,aggravated-assault,518
KY,2014,Female,aggravated-assault,662
KY,2015,Female,aggravated-assault,887
KY,2016,Female,aggravated-assault,971
KY,2017,Female,aggravated-assault,982
KY,2018,Female,aggravated-assault,960
KY,2010,Unknown,aggravated-assault,6
KY,2011,Unknown,aggravated-assault,5
KY,2012,Unknown,aggravated-assault,1
KY,2013,Unknown,aggravated-assault,3
KY,2014,Unknown,aggravated-assault,10
KY,2015,Unknown,aggravated-assault,14
KY,2016,Unknown,aggravated-assault,36
KY,2017,Unknown,aggravated-assault,39
KY,2018,Unknown,aggravated-assault,26
KY,2010,Male,burglary,5535
KY,2011,Male,burglary,6760
KY,2012,Male,burglary,7182
KY,2013,Male,burglary,6411
KY,2014,Male,burglary,7835
KY,2015,Male,burglary,8196
KY,2016,Male,burglary,7835
KY,2017,Male,burglary,7668
KY,2018,Male,burglary,6522
KY,2010,Female,burglary,1309
KY,2011,Female,burglary,1567
KY,2012,Female,burglary,1648
KY,2013,Female,burglary,1507
KY,2014,Female,burglary,1901
KY,2015,Female,burglary,1998
KY,2016,Female,burglary,2017
KY,2017,Female,burglary,2109
KY,2018,Female,burglary,1875
KY,2010,Unknown,burglary,56
KY,2011,Unknown,burglary,94
KY,2012,Unknown,burglary,42
KY,2013,Unknown,burglary,54
KY,2014,Unknown,burglary,379
KY,2015,Unknown,burglary,354
KY,2016,Unknown,burglary,196
KY,2017,Unknown,burglary,195
KY,2018,Unknown,burglary,219
KY,2010,Male,larceny,12405
KY,2011,Male,larceny,16035
KY,2012,Male,larceny,19051
KY,2013,Male,larceny,18872
KY,2014,Male,larceny,21869
KY,2015,Male,larceny,24735
KY,2016,Male,larceny,23874
KY,2017,Male,larceny,23379
KY,2018,Male,larceny,21087
KY,2010,Female,larceny,7820
KY,2011,Female,larceny,10172
KY,2012,Female,larceny,12251
KY,2013,Female,larceny,12760
KY,2014,Female,larceny,14909
KY,2015,Female,larceny,17436
KY,2016,Female,larceny,15732
KY,2017,Female,larceny,15184
KY,2018,Female,larceny,14517
KY,2010,Unknown,larceny,179
KY,2011,Unknown,larceny,288
KY,2012,Unknown,larceny,145
KY,2013,Unknown,larceny,114
KY,2014,Unknown,larceny,379
KY,2015,Unknown,larceny,514
KY,2016,Unknown,larceny,518
KY,2017,Unknown,larceny,359
KY,2018,Unknown,larceny,347
KY,2010,Male,motor-vehicle-theft,1140
KY,2011,Male,motor-vehicle-theft,1401
KY,2012,Male,motor-vehicle-theft,1680
KY,2013,Male,motor-vehicle-theft,1556
KY,2014,Male,motor-vehicle-theft,2403
KY,2015,Male,motor-vehicle-theft,3092
KY,2016,Male,motor-vehicle-theft,4218
KY,2017,Male,motor-vehicle-theft,4415
KY,2018,Male,motor-vehicle-theft,4301
KY,2010,Female,motor-vehicle-theft,321
KY,2011,Female,motor-vehicle-theft,426
KY,2012,Female,motor-vehicle-theft,465
KY,2013,Female,motor-vehicle-theft,473
KY,2014,Female,motor-vehicle-theft,769
KY,2015,Female,motor-vehicle-theft,1060
KY,2016,Female,motor-vehicle-theft,1483
KY,2017,Female,motor-vehicle-theft,1668
KY,2018,Female,motor-vehicle-theft,1731
KY,2010,Unknown,motor-vehicle-theft,7
KY,2011,Unknown,motor-vehicle-theft,17
KY,2012,Unknown,motor-vehicle-theft,11
KY,2013,Unknown,motor-vehicle-theft,8
KY,2014,Unknown,motor-vehicle-theft,74
KY,2015,Unknown,motor-vehicle-theft,67
KY,2016,Unknown,motor-vehicle-theft,101
KY,2017,Unknown,motor-vehicle-theft,80
KY,2018,Unknown,motor-vehicle-theft,62
KY,2010,Male,homicide,80
KY,2011,Male,homicide,72
KY,2012,Male,homicide,126
KY,2013,Male,homicide,98
KY,2014,Male,homicide,146
KY,2015,Male,homicide,166
KY,2016,Male,homicide,224
KY,2017,Male,homicide,208
KY,2018,Male,homicide,182
KY,2010,Female,homicide,17
KY,2011,Female,homicide,27
KY,2012,Female,homicide,24
KY,2013,Female,homicide,16
KY,2014,Female,homicide,14
KY,2015,Female,homicide,20
KY,2016,Female,homicide,33
KY,2017,Female,homicide,52
KY,2018,Female,homicide,32
KY,2010,Unknown,homicide,0
KY,2011,Unknown,homicide,0
KY,2012,Unknown,homicide,0
KY,2013,Unknown,homicide,0
KY,2014,Unknown,homicide,0
KY,2015,Unknown,homicide,2
KY,2016,Unknown,homicide,0
KY,2017,Unknown,homicide,2
KY,2018,Unknown,homicide,2
KY,2010,Male,rape,1719
KY,2011,Male,rape,1904
KY,2012,Male,rape,1795
KY,2013,Male,rape,1636
KY,2014,Male,rape,1693
KY,2015,Male,rape,1828
KY,2016,Male,rape,2013
KY,2017,Male,rape,2151
KY,2018,Male,rape,2026
KY,2010,Female,rape,82
KY,2011,Female,rape,89
KY,2012,Female,rape,75
KY,2013,Female,rape,93
KY,2014,Female,rape,66
KY,2015,Female,rape,102
KY,2016,Female,rape,75
KY,2017,Female,rape,98
KY,2018,Female,rape,91
KY,2010,Unknown,rape,7
KY,2011,Unknown,rape,8
KY,2012,Unknown,rape,2
KY,2013,Unknown,rape,12
KY,2014,Unknown,rape,5
KY,2015,Unknown,rape,6
KY,2016,Unknown,rape,3
KY,2017,Unknown,rape,24
KY,2018,Unknown,rape,17
KY,2010,Male,robbery,1189
KY,2011,Male,robbery,1462
KY,2012,Male,robbery,2029
KY,2013,Male,robbery,1814
KY,2014,Male,robbery,2541
KY,2015,Male,robbery,3220
KY,2016,Male,robbery,3212
KY,2017,Male,robbery,2713
KY,2018,Male,robbery,2140
KY,2010,Female,robbery,215
KY,2011,Female,robbery,305
KY,2012,Female,robbery,370
KY,2013,Female,robbery,308
KY,2014,Female,robbery,381
KY,2015,Female,robbery,506
KY,2016,Female,robbery,565
KY,2017,Female,robbery,520
KY,2018,Female,robbery,399
KY,2010,Unknown,robbery,5
KY,2011,Unknown,robbery,4
KY,2012,Unknown,robbery,13
KY,2013,Unknown,robbery,10
KY,2014,Unknown,robbery,11
KY,2015,Unknown,robbery,18
KY,2016,Unknown,robbery,21
KY,2017,Unknown,robbery,13
KY,2018,Unknown,robbery,15
KY,2010,Male,arson,166
KY,2011,Male,arson,169
KY,2012,Male,arson,215
KY,2013,Male,arson,181
KY,2014,Male,arson,168
KY,2015,Male,arson,135
KY,2016,Male,arson,153
KY,2017,Male,arson,178
KY,2018,Male,arson,160
KY,2010,Female,arson,32
KY,2011,Female,arson,47
KY,2012,Female,arson,45
KY,2013,Female,arson,34
KY,2014,Female,arson,38
KY,2015,Female,arson,47
KY,2016,Female,arson,49
KY,2017,Female,arson,31
KY,2018,Female,arson,43
KY,2010,Unknown,arson,0
KY,2011,Unknown,arson,1
KY,2012,Unknown,arson,1
KY,2013,Unknown,arson,2
KY,2014,Unknown,arson,1
KY,2015,Unknown,arson,0
KY,2016,Unknown,arson,0
KY,2017,Unknown,arson,1
KY,2018,Unknown,arson,0
KY,2010,Male,violent-crime,4479
KY,2011,Male,violent-crime,5131
KY,2012,Male,violent-crime,5784
KY,2013,Male,violent-crime,5314
KY,2014,Male,violent-crime,6719
KY,2015,Male,violent-crime,8525
KY,2016,Male,violent-crime,8818
KY,2017,Male,violent-crime,8524
KY,2018,Male,violent-crime,7551
KY,2010,Female,violent-crime,734
KY,2011,Female,violent-crime,859
KY,2012,Female,violent-crime,987
KY,2013,Female,violent-crime,935
KY,2014,Female,violent-crime,1123
KY,2015,Female,violent-crime,1515
KY,2016,Female,violent-crime,1644
KY,2017,Female,violent-crime,1652
KY,2018,Female,violent-crime,1482
KY,2010,Unknown,violent-crime,18
KY,2011,Unknown,violent-crime,17
KY,2012,Unknown,violent-crime,16
KY,2013,Unknown,violent-crime,25
KY,2014,Unknown,violent-crime,26
KY,2015,Unknown,violent-crime,40
KY,2016,Unknown,violent-crime,60
KY,2017,Unknown,violent-crime,78
KY,2018,Unknown,violent-crime,60
KY,2010,Male,property-crime,19246
KY,2011,Male,property-crime,24365
KY,2012,Male,property-crime,28128
KY,2013,Male,property-crime,27020
KY,2014,Male,property-crime,32275
KY,2015,Male,property-crime,36158
KY,2016,Male,property-crime,36080
KY,2017,Male,property-crime,35640
KY,2018,Male,property-crime,32070
KY,2010,Female,property-crime,9482
KY,2011,Female,property-crime,12212
KY,2012,Female,property-crime,14409
KY,2013,Female,property-crime,14774
KY,2014,Female,property-crime,17617
KY,2015,Female,property-crime,20541
KY,2016,Female,property-crime,19281
KY,2017,Female,property-crime,18992
KY,2018,Female,property-crime,18166
KY,2010,Unknown,property-crime,242
KY,2011,Unknown,property-crime,400
KY,2012,Unknown,property-crime,199
KY,2013,Unknown,property-crime,178
KY,2014,Unknown,property-crime,833
KY,2015,Unknown,property-crime,935
KY,2016,Unknown,property-crime,815
KY,2017,Unknown,property-crime,635
KY,2018,Unknown,property-crime,628
LA,2010,Male,aggravated-assault,1449
LA,2011,Male,aggravated-assault,1611
LA,2012,Male,aggravated-assault,925
LA,2013,Male,aggravated-assault,1165
LA,2014,Male,aggravated-assault,1211
LA,2015,Male,aggravated-assault,1486
LA,2016,Male,aggravated-assault,1502
LA,2017,Male,aggravated-assault,1647
LA,2018,Male,aggravated-assault,1661
LA,2010,Female,aggravated-assault,539
LA,2011,Female,aggravated-assault,566
LA,2012,Female,aggravated-assault,265
LA,2013,Female,aggravated-assault,374
LA,2014,Female,aggravated-assault,371
LA,2015,Female,aggravated-assault,508
LA,2016,Female,aggravated-assault,468
LA,2017,Female,aggravated-assault,629
LA,2018,Female,aggravated-assault,614
LA,2010,Unknown,aggravated-assault,80
LA,2011,Unknown,aggravated-assault,103
LA,2012,Unknown,aggravated-assault,73
LA,2013,Unknown,aggravated-assault,91
LA,2014,Unknown,aggravated-assault,78
LA,2015,Unknown,aggravated-assault,115
LA,2016,Unknown,aggravated-assault,118
LA,2017,Unknown,aggravated-assault,160
LA,2018,Unknown,aggravated-assault,170
LA,2010,Male,burglary,1565
LA,2011,Male,burglary,1789
LA,2012,Male,burglary,1542
LA,2013,Male,burglary,1432
LA,2014,Male,burglary,1524
LA,2015,Male,burglary,1613
LA,2016,Male,burglary,1771
LA,2017,Male,burglary,1558
LA,2018,Male,burglary,2008
LA,2010,Female,burglary,330
LA,2011,Female,burglary,409
LA,2012,Female,burglary,309
LA,2013,Female,burglary,329
LA,2014,Female,burglary,415
LA,2015,Female,burglary,426
LA,2016,Female,burglary,452
LA,2017,Female,burglary,380
LA,2018,Female,burglary,464
LA,2010,Unknown,burglary,1965
LA,2011,Unknown,burglary,2869
LA,2012,Unknown,burglary,2574
LA,2013,Unknown,burglary,2422
LA,2014,Unknown,burglary,2484
LA,2015,Unknown,burglary,2447
LA,2016,Unknown,burglary,2362
LA,2017,Unknown,burglary,2946
LA,2018,Unknown,burglary,2978
LA,2010,Male,larceny,5176
LA,2011,Male,larceny,5553
LA,2012,Male,larceny,5467
LA,2013,Male,larceny,5120
LA,2014,Male,larceny,5243
LA,2015,Male,larceny,5856
LA,2016,Male,larceny,5689
LA,2017,Male,larceny,6464
LA,2018,Male,larceny,6858
LA,2010,Female,larceny,2886
LA,2011,Female,larceny,3187
LA,2012,Female,larceny,3136
LA,2013,Female,larceny,3031
LA,2014,Female,larceny,2896
LA,2015,Female,larceny,3511
LA,2016,Female,larceny,3021
LA,2017,Female,larceny,3622
LA,2018,Female,larceny,4024
LA,2010,Unknown,larceny,4427
LA,2011,Unknown,larceny,5304
LA,2012,Unknown,larceny,5382
LA,2013,Unknown,larceny,5571
LA,2014,Unknown,larceny,5040
LA,2015,Unknown,larceny,5322
LA,2016,Unknown,larceny,5429
LA,2017,Unknown,larceny,7034
LA,2018,Unknown,larceny,7115
LA,2010,Male,motor-vehicle-theft,501
LA,2011,Male,motor-vehicle-theft,467
LA,2012,Male,motor-vehicle-theft,388
LA,2013,Male,motor-vehicle-theft,389
LA,2014,Male,motor-vehicle-theft,441
LA,2015,Male,motor-vehicle-theft,509
LA,2016,Male,motor-vehicle-theft,477
LA,2017,Male,motor-vehicle-theft,538
LA,2018,Male,motor-vehicle-theft,719
LA,2010,Female,motor-vehicle-theft,172
LA,2011,Female,motor-vehicle-theft,138
LA,2012,Female,motor-vehicle-theft,127
LA,2013,Female,motor-vehicle-theft,131
LA,2014,Female,motor-vehicle-theft,164
LA,2015,Female,motor-vehicle-theft,185
LA,2016,Female,motor-vehicle-theft,192
LA,2017,Female,motor-vehicle-theft,175
LA,2018,Female,motor-vehicle-theft,222
LA,2010,Unknown,motor-vehicle-theft,354
LA,2011,Unknown,motor-vehicle-theft,332
LA,2012,Unknown,motor-vehicle-theft,354
LA,2013,Unknown,motor-vehicle-theft,388
