index,state,year,offense,count
8447,TN,2012,rape,2826
9915,TN,2012,robbery,8195
12825,TN,2012,violent-crime,35181
1150,TN,2013,aggravated-assault,21353
11342,TN,2013,arson,1104
2622,TN,2013,burglary,51223
6984,TN,2013,homicide,321
4108,TN,2013,larceny,146407
5580,TN,2013,motor-vehicle-theft,11827
14320,TN,2013,property-crime,210561
8448,TN,2013,rape,2541
9916,TN,2013,robbery,7379
12826,TN,2013,violent-crime,31594
1151,TN,2014,aggravated-assault,22607
11343,TN,2014,arson,1088
2623,TN,2014,burglary,46822
6985,TN,2014,homicide,354
4109,TN,2014,larceny,143931
5581,TN,2014,motor-vehicle-theft,12489
14321,TN,2014,property-crime,204330
8449,TN,2014,rape,2687
9917,TN,2014,robbery,7340
12827,TN,2014,violent-crime,32988
1152,TN,2015,aggravated-assault,22826
11344,TN,2015,arson,939
2624,TN,2015,burglary,44155
6986,TN,2015,homicide,401
4110,TN,2015,larceny,142640
5582,TN,2015,motor-vehicle-theft,13044
14322,TN,2015,property-crime,200778
8450,TN,2015,rape,2904
9918,TN,2015,robbery,7601
12828,TN,2015,violent-crime,33732
1153,TN,2016,aggravated-assault,23788
11345,TN,2016,arson,1102
2625,TN,2016,burglary,40863
6987,TN,2016,homicide,472
4111,TN,2016,larceny,138627
5583,TN,2016,motor-vehicle-theft,15369
14323,TN,2016,property-crime,195961
8451,TN,2016,rape,2856
9919,TN,2016,robbery,7902
12829,TN,2016,violent-crime,35018
1154,TN,2017,aggravated-assault,24284
11346,TN,2017,arson,960
2626,TN,2017,burglary,38714
6988,TN,2017,homicide,507
4112,TN,2017,larceny,143437
5584,TN,2017,motor-vehicle-theft,18536
14324,TN,2017,property-crime,201647
8452,TN,2017,rape,3045
9920,TN,2017,robbery,7923
12830,TN,2017,violent-crime,35759
1155,TN,2018,aggravated-assault,23439
11347,TN,2018,arson,828
2627,TN,2018,burglary,33329
6989,TN,2018,homicide,473
4113,TN,2018,larceny,141118
5585,TN,2018,motor-vehicle-theft,20364
14325,TN,2018,property-crime,195639
8453,TN,2018,rape,2910
9921,TN,2018,robbery,7256
12831,TN,2018,violent-crime,34078
1178,TX,1997,aggravated-assault,649
11370,TX,1997,arson,68
2650,TX,1997,burglary,2611
7012,TX,1997,homicide,26
4136,TX,1997,larceny,9528
5608,TX,1997,motor-vehicle-theft,1542
14348,TX,1997,property-crime,13749
8476,TX,1997,rape,305
9944,TX,1997,robbery,466
12854,TX,1997,violent-crime,1446
1179,TX,1998,aggravated-assault,2126
11371,TX,1998,arson,290
2651,TX,1998,burglary,8832
7013,TX,1998,homicide,38
4137,TX,1998,larceny,32745
5609,TX,1998,motor-vehicle-theft,3886
14349,TX,1998,property-crime,45753
8477,TX,1998,rape,673
9945,TX,1998,robbery,1213
12855,TX,1998,violent-crime,4050
1180,TX,1999,aggravated-assault,2435
11372,TX,1999,arson,308
2652,TX,1999,burglary,10708
7014,TX,1999,homicide,39
4138,TX,1999,larceny,40624
5610,TX,1999,motor-vehicle-theft,4017
14350,TX,1999,property-crime,55657
8478,TX,1999,rape,812
9946,TX,1999,robbery,1323
12856,TX,1999,violent-crime,4609
1181,TX,2000,aggravated-assault,2837
11373,TX,2000,arson,289
2653,TX,2000,burglary,11426
7015,TX,2000,homicide,45
4139,TX,2000,larceny,44717
5611,TX,2000,motor-vehicle-theft,4544
14351,TX,2000,property-crime,60976
8479,TX,2000,rape,1273
9947,TX,2000,robbery,1447
12857,TX,2000,violent-crime,5602
1182,TX,2001,aggravated-assault,4188
11374,TX,2001,arson,405
2654,TX,2001,burglary,16728
7016,TX,2001,homicide,70
4140,TX,2001,larceny,63490
5612,TX,2001,motor-vehicle-theft,6807
14352,TX,2001,property-crime,87430
8480,TX,2001,rape,1411
9948,TX,2001,robbery,2086
12858,TX,2001,violent-crime,7755
1183,TX,2002,aggravated-assault,4685
11375,TX,2002,arson,423
2655,TX,2002,burglary,18877
7017,TX,2002,homicide,66
4141,TX,2002,larceny,74190
5613,TX,2002,motor-vehicle-theft,7491
14353,TX,2002,property-crime,100981
8481,TX,2002,rape,1682
9949,TX,2002,robbery,2446
12859,TX,2002,violent-crime,8879
1184,TX,2003,aggravated-assault,3854
11376,TX,2003,arson,314
2656,TX,2003,burglary,15635
7018,TX,2003,homicide,79
4142,TX,2003,larceny,56735
5614,TX,2003,motor-vehicle-theft,5649
14354,TX,2003,property-crime,78333
8482,TX,2003,rape,1233
9950,TX,2003,robbery,1710
12860,TX,2003,violent-crime,6876
1185,TX,2004,aggravated-assault,3929
11377,TX,2004,arson,250
2657,TX,2004,burglary,15454
7019,TX,2004,homicide,62
4143,TX,2004,larceny,56721
5615,TX,2004,motor-vehicle-theft,5535
14355,TX,2004,property-crime,77960
8483,TX,2004,rape,1250
9951,TX,2004,robbery,1639
12861,TX,2004,violent-crime,6880
1186,TX,2005,aggravated-assault,5672
11378,TX,2005,arson,316
2658,TX,2005,burglary,18874
7020,TX,2005,homicide,82
4144,TX,2005,larceny,72277
5616,TX,2005,motor-vehicle-theft,8361
14356,TX,2005,property-crime,99828
8484,TX,2005,rape,1740
9952,TX,2005,robbery,2020
12862,TX,2005,violent-crime,9514
1187,TX,2006,aggravated-assault,8438
11379,TX,2006,arson,566
2659,TX,2006,burglary,28728
7021,TX,2006,homicide,127
4145,TX,2006,larceny,100363
5617,TX,2006,motor-vehicle-theft,12815
14357,TX,2006,property-crime,142472
8485,TX,2006,rape,2285
9953,TX,2006,robbery,3827
12863,TX,2006,violent-crime,14677
1188,TX,2007,aggravated-assault,8031
11380,TX,2007,arson,480
2660,TX,2007,burglary,29573
7022,TX,2007,homicide,129
4146,TX,2007,larceny,99463
5618,TX,2007,motor-vehicle-theft,10725
14358,TX,2007,property-crime,140241
8486,TX,2007,rape,2247
9954,TX,2007,robbery,4096
12864,TX,2007,violent-crime,14503
1189,TX,2008,aggravated-assault,7190
11381,TX,2008,arson,473
2661,TX,2008,burglary,28278
7023,TX,2008,homicide,123
4147,TX,2008,larceny,90189
5619,TX,2008,motor-vehicle-theft,8340
14359,TX,2008,property-crime,127280
8487,TX,2008,rape,2091
9955,TX,2008,robbery,3883
12865,TX,2008,violent-crime,13287
1190,TX,2009,aggravated-assault,6570
11382,TX,2009,arson,443
2662,TX,2009,burglary,30137
7024,TX,2009,homicide,110
4148,TX,2009,larceny,91566
5620,TX,2009,motor-vehicle-theft,7647
14360,TX,2009,property-crime,129793
8488,TX,2009,rape,1963
9956,TX,2009,robbery,3482
12866,TX,2009,violent-crime,12125
1191,TX,2010,aggravated-assault,6717
11383,TX,2010,arson,362
2663,TX,2010,burglary,27352
7025,TX,2010,homicide,132
4149,TX,2010,larceny,86445
5621,TX,2010,motor-vehicle-theft,7275
14361,TX,2010,property-crime,121434
8489,TX,2010,rape,1858
9957,TX,2010,robbery,3077
12867,TX,2010,violent-crime,11784
1192,TX,2011,aggravated-assault,6473
11384,TX,2011,arson,386
2664,TX,2011,burglary,26857
7026,TX,2011,homicide,103
4150,TX,2011,larceny,80146
5622,TX,2011,motor-vehicle-theft,6691
14362,TX,2011,property-crime,114080
8490,TX,2011,rape,1763
9958,TX,2011,robbery,2722
12868,TX,2011,violent-crime,11061
1193,TX,2012,aggravated-assault,6324
11385,TX,2012,arson,339
2665,TX,2012,burglary,23558
7027,TX,2012,homicide,94
4151,TX,2012,larceny,74156
5623,TX,2012,motor-vehicle-theft,6205
14363,TX,2012,property-crime,104258
8491,TX,2012,rape,1816
9959,TX,2012,robbery,2630
12869,TX,2012,violent-crime,10864
1194,TX,2013,aggravated-assault,5729
11386,TX,2013,arson,345
2666,TX,2013,burglary,21017
7028,TX,2013,homicide,96
4152,TX,2013,larceny,71620
5624,TX,2013,motor-vehicle-theft,6070
14364,TX,2013,property-crime,99052
8492,TX,2013,rape,1688
9960,TX,2013,robbery,2496
12870,TX,2013,violent-crime,10009
1195,TX,2014,aggravated-assault,5808
11387,TX,2014,arson,342
2667,TX,2014,burglary,18714
7029,TX,2014,homicide,110
4153,TX,2014,larceny,71513
5625,TX,2014,motor-vehicle-theft,6426
14365,TX,2014,property-crime,96995
8493,TX,2014,rape,1732
9961,TX,2014,robbery,2409
12871,TX,2014,violent-crime,10059
1196,TX,2015,aggravated-assault,6070
11388,TX,2015,arson,291
2668,TX,2015,burglary,18059
7030,TX,2015,homicide,121
4154,TX,2015,larceny,72961
5626,TX,2015,motor-vehicle-theft,6642
14366,TX,2015,property-crime,97953
8494,TX,2015,rape,1811
9962,TX,2015,robbery,2352
12872,TX,2015,violent-crime,10354
1197,TX,2016,aggravated-assault,6534
11389,TX,2016,arson,345
2669,TX,2016,burglary,17807
7031,TX,2016,homicide,132
4155,TX,2016,larceny,73523
5627,TX,2016,motor-vehicle-theft,7432
14367,TX,2016,property-crime,99107
8495,TX,2016,rape,1955
9963,TX,2016,robbery,2713
12873,TX,2016,violent-crime,11334
1198,TX,2017,aggravated-assault,9570
11390,TX,2017,arson,418
2670,TX,2017,burglary,21216
7032,TX,2017,homicide,206
4156,TX,2017,larceny,92228
5628,TX,2017,motor-vehicle-theft,10499
14368,TX,2017,property-crime,124361
8496,TX,2017,rape,2892
9964,TX,2017,robbery,3681
12874,TX,2017,violent-crime,16349
1199,TX,2018,aggravated-assault,24772
11391,TX,2018,arson,756
2671,TX,2018,burglary,44265
7033,TX,2018,homicide,531
4157,TX,2018,larceny,187062
5629,TX,2018,motor-vehicle-theft,29975
14369,TX,2018,property-crime,262058
8497,TX,2018,rape,5233
9965,TX,2018,robbery,13101
12875,TX,2018,violent-crime,43637
1222,UT,1993,aggravated-assault,147
11414,UT,1993,arson,49
2694,UT,1993,burglary,886
7056,UT,1993,homicide,8
4180,UT,1993,larceny,4455
5652,UT,1993,motor-vehicle-theft,279
14392,UT,1993,property-crime,5669
8520,UT,1993,rape,73
9988,UT,1993,robbery,34
12898,UT,1993,violent-crime,262
1223,UT,1994,aggravated-assault,591
11415,UT,1994,arson,153
2695,UT,1994,burglary,3543
7057,UT,1994,homicide,14
4181,UT,1994,larceny,19230
5653,UT,1994,motor-vehicle-theft,1194
14393,UT,1994,property-crime,24120
8521,UT,1994,rape,265
9989,UT,1994,robbery,137
12899,UT,1994,violent-crime,1007
1224,UT,1995,aggravated-assault,788
11416,UT,1995,arson,166
2696,UT,1995,burglary,4351
7058,UT,1995,homicide,23
4182,UT,1995,larceny,27312
5654,UT,1995,motor-vehicle-theft,1615
14394,UT,1995,property-crime,33444
8522,UT,1995,rape,334
9990,UT,1995,robbery,169
12900,UT,1995,violent-crime,1314
1225,UT,1996,aggravated-assault,776
11417,UT,1996,arson,194
2697,UT,1996,burglary,4503
7059,UT,1996,homicide,15
4183,UT,1996,larceny,26603
5655,UT,1996,motor-vehicle-theft,1746
14395,UT,1996,property-crime,33046
8523,UT,1996,rape,350
9991,UT,1996,robbery,167
12901,UT,1996,violent-crime,1308
1226,UT,1997,aggravated-assault,1147
11418,UT,1997,arson,193
2698,UT,1997,burglary,5845
7060,UT,1997,homicide,15
4184,UT,1997,larceny,33666
5656,UT,1997,motor-vehicle-theft,2453
14396,UT,1997,property-crime,42157
8524,UT,1997,rape,519
9992,UT,1997,robbery,310
12902,UT,1997,violent-crime,1991
1227,UT,1998,aggravated-assault,1205
11419,UT,1998,arson,212
2699,UT,1998,burglary,5787
7061,UT,1998,homicide,24
4185,UT,1998,larceny,35387
5657,UT,1998,motor-vehicle-theft,2741
14397,UT,1998,property-crime,44127
8525,UT,1998,rape,518
9993,UT,1998,robbery,405
12903,UT,1998,violent-crime,2152
1228,UT,1999,aggravated-assault,1187
11420,UT,1999,arson,205
2700,UT,1999,burglary,5978
7062,UT,1999,homicide,18
4186,UT,1999,larceny,37104
5658,UT,1999,motor-vehicle-theft,3217
14398,UT,1999,property-crime,46504
8526,UT,1999,rape,597
9994,UT,1999,robbery,378
12904,UT,1999,violent-crime,2180
1229,UT,2000,aggravated-assault,1171
11421,UT,2000,arson,259
2701,UT,2000,burglary,6084
7063,UT,2000,homicide,24
4187,UT,2000,larceny,36844
5659,UT,2000,motor-vehicle-theft,2931
14399,UT,2000,property-crime,46118
8527,UT,2000,rape,679
9995,UT,2000,robbery,383
12905,UT,2000,violent-crime,2257
1230,UT,2001,aggravated-assault,1567
11422,UT,2001,arson,329
2702,UT,2001,burglary,8165
7064,UT,2001,homicide,50
4188,UT,2001,larceny,48009
5660,UT,2001,motor-vehicle-theft,4550
14400,UT,2001,property-crime,61053
8528,UT,2001,rape,840
9996,UT,2001,robbery,792
12906,UT,2001,violent-crime,3249
1231,UT,2002,aggravated-assault,1983
11423,UT,2002,arson,346
2703,UT,2002,burglary,11501
7065,UT,2002,homicide,33
4189,UT,2002,larceny,62559
5661,UT,2002,motor-vehicle-theft,6684
14401,UT,2002,property-crime,81090
8529,UT,2002,rape,1042
9997,UT,2002,robbery,990
12907,UT,2002,violent-crime,4048
1232,UT,2003,aggravated-assault,2112
11424,UT,2003,arson,298
2704,UT,2003,burglary,11485
7066,UT,2003,homicide,37
4190,UT,2003,larceny,59901
5662,UT,2003,motor-vehicle-theft,6392
14402,UT,2003,property-crime,78076
8530,UT,2003,rape,1091
9998,UT,2003,robbery,1106
12908,UT,2003,violent-crime,4346
1233,UT,2004,aggravated-assault,2155
11425,UT,2004,arson,247
2705,UT,2004,burglary,10501
7067,UT,2004,homicide,38
4191,UT,2004,larceny,59562
5663,UT,2004,motor-vehicle-theft,6361
14403,UT,2004,property-crime,76671
8531,UT,2004,rape,1126
9999,UT,2004,robbery,1051
12909,UT,2004,violent-crime,4370
1234,UT,2005,aggravated-assault,2232
11426,UT,2005,arson,298
2706,UT,2005,burglary,10902
7068,UT,2005,homicide,44
4192,UT,2005,larceny,58745
5664,UT,2005,motor-vehicle-theft,7292
14404,UT,2005,property-crime,77237
8532,UT,2005,rape,1096
10000,UT,2005,robbery,917
12910,UT,2005,violent-crime,4289
1235,UT,2006,aggravated-assault,2314
11427,UT,2006,arson,347
2707,UT,2006,burglary,11307
7069,UT,2006,homicide,42
4193,UT,2006,larceny,55095
5665,UT,2006,motor-vehicle-theft,7278
14405,UT,2006,property-crime,74027
8533,UT,2006,rape,1114
10001,UT,2006,robbery,1104
12911,UT,2006,violent-crime,4574
1236,UT,2007,aggravated-assault,2596
11428,UT,2007,arson,315
2708,UT,2007,burglary,12897
7070,UT,2007,homicide,45
4194,UT,2007,larceny,59309
5666,UT,2007,motor-vehicle-theft,8147
14406,UT,2007,property-crime,80668
8534,UT,2007,rape,1207
10002,UT,2007,robbery,1345
12912,UT,2007,violent-crime,5193
1237,UT,2008,aggravated-assault,2551
11429,UT,2008,arson,283
2709,UT,2008,burglary,11951
7071,UT,2008,homicide,33
4195,UT,2008,larceny,61105
5667,UT,2008,motor-vehicle-theft,6713
14407,UT,2008,property-crime,80052
8535,UT,2008,rape,1163
10003,UT,2008,robbery,1336
12913,UT,2008,violent-crime,5083
1238,UT,2009,aggravated-assault,2520
11430,UT,2009,arson,304
2710,UT,2009,burglary,12633
7072,UT,2009,homicide,30
4196,UT,2009,larceny,60424
5668,UT,2009,motor-vehicle-theft,6232
14408,UT,2009,property-crime,79593
8536,UT,2009,rape,1104
10004,UT,2009,robbery,1205
12914,UT,2009,violent-crime,4859
1239,UT,2010,aggravated-assault,2516
11431,UT,2010,arson,252
2711,UT,2010,burglary,12236
7073,UT,2010,homicide,43
4197,UT,2010,larceny,58682
5669,UT,2010,motor-vehicle-theft,5420
14409,UT,2010,property-crime,76590
8537,UT,2010,rape,1162
10005,UT,2010,robbery,1187
12915,UT,2010,violent-crime,4908
1240,UT,2011,aggravated-assault,2499
11432,UT,2011,arson,231
2712,UT,2011,burglary,10466
7074,UT,2011,homicide,43
4198,UT,2011,larceny,56550
5670,UT,2011,motor-vehicle-theft,5709
14410,UT,2011,property-crime,72956
8538,UT,2011,rape,1157
10006,UT,2011,robbery,1033
12916,UT,2011,violent-crime,4732
1241,UT,2012,aggravated-assault,2685
11433,UT,2012,arson,241
2713,UT,2012,burglary,10883
7075,UT,2012,homicide,37
4199,UT,2012,larceny,59228
5671,UT,2012,motor-vehicle-theft,5537
14411,UT,2012,property-crime,75889
8539,UT,2012,rape,1312
10007,UT,2012,robbery,1022
12917,UT,2012,violent-crime,5056
1242,UT,2013,aggravated-assault,2694
11434,UT,2013,arson,213
2714,UT,2013,burglary,11165
7076,UT,2013,homicide,35
4200,UT,2013,larceny,59917
5672,UT,2013,motor-vehicle-theft,6757
14412,UT,2013,property-crime,78052
8540,UT,2013,rape,1297
10008,UT,2013,robbery,1191
12918,UT,2013,violent-crime,5217
1243,UT,2014,aggravated-assault,2506
11435,UT,2014,arson,266
2715,UT,2014,burglary,9343
7077,UT,2014,homicide,45
4201,UT,2014,larceny,58141
5673,UT,2014,motor-vehicle-theft,6396
14413,UT,2014,property-crime,74146
8541,UT,2014,rape,1305
10009,UT,2014,robbery,1221
12919,UT,2014,violent-crime,5077
1244,UT,2015,aggravated-assault,2941
11436,UT,2015,arson,202
2716,UT,2015,burglary,10363
7078,UT,2015,homicide,45
4202,UT,2015,larceny,61383
5674,UT,2015,motor-vehicle-theft,7850
14414,UT,2015,property-crime,79798
8542,UT,2015,rape,1446
10010,UT,2015,robbery,1280
12920,UT,2015,violent-crime,5712
1245,UT,2016,aggravated-assault,3103
11437,UT,2016,arson,220
2717,UT,2016,burglary,10574
7079,UT,2016,homicide,63
4203,UT,2016,larceny,60722
5675,UT,2016,motor-vehicle-theft,8428
14415,UT,2016,property-crime,79944
8543,UT,2016,rape,1380
10011,UT,2016,robbery,1471
12921,UT,2016,violent-crime,6017
1246,UT,2017,aggravated-assault,2969
11438,UT,2017,arson,184
2718,UT,2017,burglary,9377
7080,UT,2017,homicide,59
4204,UT,2017,larceny,56668
5676,UT,2017,motor-vehicle-theft,8372
14416,UT,2017,property-crime,74601
8544,UT,2017,rape,1519
10012,UT,2017,robbery,1356
12922,UT,2017,violent-crime,5903
1247,UT,2018,aggravated-assault,3052
11439,UT,2018,arson,155
2719,UT,2018,burglary,8023
7081,UT,2018,homicide,54
4205,UT,2018,larceny,49192
5677,UT,2018,motor-vehicle-theft,6768
14417,UT,2018,property-crime,64138
8545,UT,2018,rape,1520
10013,UT,2018,robbery,1148
12923,UT,2018,violent-crime,5774
1274,VA,1994,aggravated-assault,103
11466,VA,1994,arson,28
2746,VA,1994,burglary,198
7108,VA,1994,homicide,10
4232,VA,1994,larceny,1280
5704,VA,1994,motor-vehicle-theft,398
14444,VA,1994,property-crime,1904
8572,VA,1994,rape,54
10040,VA,1994,robbery,29
12950,VA,1994,violent-crime,196
1275,VA,1995,aggravated-assault,506
11467,VA,1995,arson,78
2747,VA,1995,burglary,1318
7109,VA,1995,homicide,22
4233,VA,1995,larceny,5961
5705,VA,1995,motor-vehicle-theft,650
14445,VA,1995,property-crime,8007
8573,VA,1995,rape,164
10041,VA,1995,robbery,138
12951,VA,1995,violent-crime,830
1276,VA,1996,aggravated-assault,1141
11468,VA,1996,arson,170
2748,VA,1996,burglary,3431
7110,VA,1996,homicide,36
4234,VA,1996,larceny,16115
5706,VA,1996,motor-vehicle-theft,1468
14446,VA,1996,property-crime,21184
8574,VA,1996,rape,296
10042,VA,1996,robbery,425
12952,VA,1996,violent-crime,1898
1277,VA,1997,aggravated-assault,2777
11469,VA,1997,arson,462
2749,VA,1997,burglary,7628
7111,VA,1997,homicide,76
4235,VA,1997,larceny,39053
5707,VA,1997,motor-vehicle-theft,3188
14447,VA,1997,property-crime,50331
8575,VA,1997,rape,810
10043,VA,1997,robbery,844
12953,VA,1997,violent-crime,4507
1278,VA,1998,aggravated-assault,4801
11470,VA,1998,arson,619
2750,VA,1998,burglary,11622
7112,VA,1998,homicide,105
4236,VA,1998,larceny,54376
5708,VA,1998,motor-vehicle-theft,4591
14448,VA,1998,property-crime,71208
8576,VA,1998,rape,1212
10044,VA,1998,robbery,1213
12954,VA,1998,violent-crime,7331
1279,VA,1999,aggravated-assault,7137
11471,VA,1999,arson,931
2751,VA,1999,burglary,17658
7113,VA,1999,homicide,174
4237,VA,1999,larceny,94269
5709,VA,1999,motor-vehicle-theft,8488
14449,VA,1999,property-crime,121346
8577,VA,1999,rape,1840
10045,VA,1999,robbery,2803
12955,VA,1999,violent-crime,11954
1280,VA,2000,aggravated-assault,10308
11472,VA,2000,arson,1537
2752,VA,2000,burglary,29192
7114,VA,2000,homicide,353
4238,VA,2000,larceny,163411
5710,VA,2000,motor-vehicle-theft,17054
14450,VA,2000,property-crime,211194
8578,VA,2000,rape,2630
10046,VA,2000,robbery,6151
12956,VA,2000,violent-crime,19442
1281,VA,2001,aggravated-assault,10157
11473,VA,2001,arson,1810
2753,VA,2001,burglary,30198
7115,VA,2001,homicide,329
4239,VA,2001,larceny,171526
5711,VA,2001,motor-vehicle-theft,17831
14451,VA,2001,property-crime,221365
8579,VA,2001,rape,2711
10047,VA,2001,robbery,6599
12957,VA,2001,violent-crime,19796
1282,VA,2002,aggravated-assault,10344
11474,VA,2002,arson,1785
2754,VA,2002,burglary,30792
7116,VA,2002,homicide,351
4240,VA,2002,larceny,178390
5712,VA,2002,motor-vehicle-theft,18337
14452,VA,2002,property-crime,229304
8580,VA,2002,rape,2849
10048,VA,2002,robbery,6873
12958,VA,2002,violent-crime,20417
1283,VA,2003,aggravated-assault,10055
11475,VA,2003,arson,1602
2755,VA,2003,burglary,28700
7117,VA,2003,homicide,392
4241,VA,2003,larceny,167373
5713,VA,2003,motor-vehicle-theft,17817
14453,VA,2003,property-crime,215492
8581,VA,2003,rape,2805
10049,VA,2003,robbery,6762
12959,VA,2003,violent-crime,20014
1284,VA,2004,aggravated-assault,9870
11476,VA,2004,arson,1651
2756,VA,2004,burglary,27944
7118,VA,2004,homicide,354
4242,VA,2004,larceny,157214
5714,VA,2004,motor-vehicle-theft,17248
14454,VA,2004,property-crime,204057
8582,VA,2004,rape,2747
10050,VA,2004,robbery,6878
12960,VA,2004,violent-crime,19849
1285,VA,2005,aggravated-assault,10183
11477,VA,2005,arson,1682
2757,VA,2005,burglary,30196
7119,VA,2005,homicide,427
4243,VA,2005,larceny,157931
5715,VA,2005,motor-vehicle-theft,15999
14455,VA,2005,property-crime,205808
8583,VA,2005,rape,2666
10051,VA,2005,robbery,7495
12961,VA,2005,violent-crime,20771
1286,VA,2006,aggravated-assault,10182
11478,VA,2006,arson,1742
2758,VA,2006,burglary,31796
7120,VA,2006,homicide,367
4244,VA,2006,larceny,146629
5716,VA,2006,motor-vehicle-theft,14612
14456,VA,2006,property-crime,194779
8584,VA,2006,rape,2792
10052,VA,2006,robbery,7762
12962,VA,2006,violent-crime,21103
1287,VA,2007,aggravated-assault,9789
11479,VA,2007,arson,1673
2759,VA,2007,burglary,31801
7121,VA,2007,homicide,357
4245,VA,2007,larceny,149004
5717,VA,2007,motor-vehicle-theft,13943
14457,VA,2007,property-crime,196421
8585,VA,2007,rape,2715
10053,VA,2007,robbery,7720
12963,VA,2007,violent-crime,20581
1288,VA,2008,aggravated-assault,9061
11480,VA,2008,arson,1517
2760,VA,2008,burglary,32058
7122,VA,2008,homicide,346
4246,VA,2008,larceny,154800
5718,VA,2008,motor-vehicle-theft,13136
14458,VA,2008,property-crime,201511
8586,VA,2008,rape,2722
10054,VA,2008,robbery,7501
12964,VA,2008,violent-crime,19630
1289,VA,2009,aggravated-assault,8719
11481,VA,2009,arson,1357
2761,VA,2009,burglary,31682
7123,VA,2009,homicide,345
4247,VA,2009,larceny,153438
5719,VA,2009,motor-vehicle-theft,11636
14459,VA,2009,property-crime,198113
8587,VA,2009,rape,2438
10055,VA,2009,robbery,6345
12965,VA,2009,violent-crime,17847
1290,VA,2010,aggravated-assault,8337
11482,VA,2010,arson,1247
2762,VA,2010,burglary,30462
7124,VA,2010,homicide,351
4248,VA,2010,larceny,148909
5720,VA,2010,motor-vehicle-theft,10415
14460,VA,2010,property-crime,191033
8588,VA,2010,rape,2434
10056,VA,2010,robbery,5698
12966,VA,2010,violent-crime,16820
1291,VA,2011,aggravated-assault,7670
11483,VA,2011,arson,1180
2763,VA,2011,burglary,30469
7125,VA,2011,homicide,281
4249,VA,2011,larceny,145118
5721,VA,2011,motor-vehicle-theft,9640
14461,VA,2011,property-crime,186407
8589,VA,2011,rape,2525
10057,VA,2011,robbery,5444
12967,VA,2011,violent-crime,15920
1292,VA,2012,aggravated-assault,7898
11484,VA,2012,arson,1252
2764,VA,2012,burglary,28888
7126,VA,2012,homicide,293
4250,VA,2012,larceny,142041
5722,VA,2012,motor-vehicle-theft,8869
14462,VA,2012,property-crime,181050
8590,VA,2012,rape,2417
10058,VA,2012,robbery,4732
12968,VA,2012,violent-crime,15340
1293,VA,2013,aggravated-assault,7852
11485,VA,2013,arson,954
2765,VA,2013,burglary,26475
7127,VA,2013,homicide,298
4251,VA,2013,larceny,138284
5723,VA,2013,motor-vehicle-theft,8448
14463,VA,2013,property-crime,174161
8591,VA,2013,rape,2359
10059,VA,2013,robbery,4593
12969,VA,2013,violent-crime,15102
1294,VA,2014,aggravated-assault,7994
11486,VA,2014,arson,861
2766,VA,2014,burglary,22753
7128,VA,2014,homicide,322
4252,VA,2014,larceny,132697
5724,VA,2014,motor-vehicle-theft,7564
14464,VA,2014,property-crime,163875
8592,VA,2014,rape,2385
10060,VA,2014,robbery,4296
12970,VA,2014,violent-crime,14997
1295,VA,2015,aggravated-assault,7942
11487,VA,2015,arson,895
2767,VA,2015,burglary,21109
7129,VA,2015,homicide,350
4253,VA,2015,larceny,129693
5725,VA,2015,motor-vehicle-theft,8095
14465,VA,2015,property-crime,159792
8593,VA,2015,rape,2454
10061,VA,2015,robbery,4446
12971,VA,2015,violent-crime,15192
1296,VA,2016,aggravated-assault,8708
11488,VA,2016,arson,874
2768,VA,2016,burglary,19954
7130,VA,2016,homicide,449
4254,VA,2016,larceny,128745
5726,VA,2016,motor-vehicle-theft,9611
14466,VA,2016,property-crime,159184
8594,VA,2016,rape,2836
10062,VA,2016,robbery,4792
12972,VA,2016,violent-crime,16785
1297,VA,2017,aggravated-assault,8432
11489,VA,2017,arson,824
2769,VA,2017,burglary,18444
7131,VA,2017,homicide,419
4255,VA,2017,larceny,125445
5727,VA,2017,motor-vehicle-theft,9945
14467,VA,2017,property-crime,154658
8595,VA,2017,rape,3033
10063,VA,2017,robbery,4330
12973,VA,2017,violent-crime,16214
1298,VA,2018,aggravated-assault,8710
11490,VA,2018,arson,669
2770,VA,2018,burglary,15176
7132,VA,2018,homicide,388
4256,VA,2018,larceny,118025
5728,VA,2018,motor-vehicle-theft,10533
14468,VA,2018,property-crime,144403
8596,VA,2018,rape,2991
10064,VA,2018,robbery,3626
12974,VA,2018,violent-crime,15715
11516,VT,1993,arson,1
2796,VT,1993,burglary,47
4282,VT,1993,larceny,69
5754,VT,1993,motor-vehicle-theft,6
14494,VT,1993,property-crime,123
8622,VT,1993,rape,4
13025,VT,1993,violent-crime,4
1324,VT,1994,aggravated-assault,119
11517,VT,1994,arson,164
2797,VT,1994,burglary,2080
7158,VT,1994,homicide,2
4283,VT,1994,larceny,3735
5755,VT,1994,motor-vehicle-theft,305
14495,VT,1994,property-crime,6284
8623,VT,1994,rape,79
10090,VT,1994,robbery,23
13000,VT,1994,violent-crime,223
1325,VT,1995,aggravated-assault,149
11518,VT,1995,arson,146
2798,VT,1995,burglary,1956
7159,VT,1995,homicide,7
4284,VT,1995,larceny,3947
5756,VT,1995,motor-vehicle-theft,267
14496,VT,1995,property-crime,6316
8624,VT,1995,rape,75
10091,VT,1995,robbery,19
13001,VT,1995,violent-crime,250
1326,VT,1996,aggravated-assault,90
11519,VT,1996,arson,88
2799,VT,1996,burglary,1445
7160,VT,1996,homicide,3
4285,VT,1996,larceny,3004
